species	gene	accession	length_aa	description
Apis_florea	PsGEF	XP_086770014.1	1608	XP_086770014.1 protostome-specific GEF isoform X1 [Apis florea]
Apis_florea	Psa	XP_012350241.1	867	XP_012350241.1 puromycin-sensitive aminopeptidase isoform X1 [Apis florea]
Apis_florea	Psf2	XP_003695457.2	186	XP_003695457.2 DNA replication complex GINS protein PSF2-like protein isoform X1 [Apis florea]
Apis_florea	Psf3	XP_003695740.3	202	XP_003695740.3 DNA replication complex GINS protein PSF3 [Apis florea]
Apis_florea	Psi	XP_012350208.2	735	XP_012350208.2 P-element somatic inhibitor [Apis florea]
Apis_florea	Psn	XP_086761016.1	500	XP_086761016.1 presenilin [Apis florea]
Apis_florea	Psq	XP_086763129.1	773	XP_086763129.1 pipsqueak isoform X1 [Apis florea]
Apis_florea	Pten	XP_086770022.1	596	XP_086770022.1 phosphatase and tensin-like protein isoform X1 [Apis florea]
Apis_florea	Ptip	XP_003690645.2	1373	XP_003690645.2 PAX transcription activation domain interacting protein [Apis florea]
Apis_florea	Ptp10D	XP_086763235.1	1550	XP_086763235.1 protein tyrosine phosphatase 10D isoform X1 [Apis florea]
Apis_florea	Ptp36E	XP_003690204.1	705	XP_003690204.1 protein tyrosine phosphatase 36E [Apis florea]
Apis_florea	Ptp69D	XP_012347874.2	1445	XP_012347874.2 protein tyrosine phosphatase 69D [Apis florea]
Apis_florea	Ptpmeg	XP_012341925.1	928	XP_012341925.1 protein tyrosine phosphatase Meg isoform X1 [Apis florea]
Apis_florea	Ptpmeg2	XP_003695346.1	659	XP_003695346.1 protein tyrosine phosphatase Meg2 [Apis florea]
Apis_florea	Ptr	XP_086762066.1	1046	XP_086762066.1 patched domain-containing protein isoform X1 [Apis florea]
Apis_florea	Ptx1	XP_012343431.1	515	XP_012343431.1 pituitary homeobox homolog Ptx1 isoform X1 [Apis florea]
Apis_florea	Pur-alpha	XP_086764162.1	390	XP_086764162.1 purine-rich binding protein-alpha isoform X1 [Apis florea]
Apis_florea	Pus1	XP_003692314.2	420	XP_003692314.2 pseudouridine synthase 1 isoform X1 [Apis florea]
Apis_florea	Pus10	XP_003691858.1	503	XP_003691858.1 pseudouridine synthase 10 isoform X1 [Apis florea]
Apis_florea	Pus7	XP_012344215.2	778	XP_012344215.2 pseudouridine synthase 7 [Apis florea]
Apis_florea	Pvf1	XP_003696855.3	318	XP_003696855.3 PDGF- and VEGF-related factor 1 isoform X1 [Apis florea]
Apis_florea	Pvr	XP_012350054.2	1402	XP_012350054.2 PDGF- and VEGF-receptor related isoform X1 [Apis florea]
Apis_florea	Pxn	XP_003693496.2	1292	XP_003693496.2 peroxidasin [Apis florea]
Apis_florea	Pym	XP_003690153.1	217	XP_003690153.1 partner of Y14 and mago [Apis florea]
Apis_florea	Pyroxd1	XP_086766702.1	477	XP_086766702.1 pyridine nucleotide-disulfide oxidoreductase domain 1 [Apis florea]
Apis_florea	Qbp-1	XP_012346027.1	131	XP_012346027.1 queen brain-selective protein-1 [Apis florea]
Apis_florea	RASSF8	XP_003694789.1	558	XP_003694789.1 ras association domain-containing protein 8 isoform X1 [Apis florea]
Apis_florea	REG	XP_003695148.1	249	XP_003695148.1 proteasome regulator gamma [Apis florea]
Apis_florea	REPTOR	XP_003696580.2	587	XP_003696580.2 repressed by TOR [Apis florea]
Apis_florea	REPTOR-BP	XP_003696836.1	119	XP_003696836.1 REPTOR-binding partner [Apis florea]
Apis_florea	RFeSP	XP_012338854.1	274	XP_012338854.1 Rieske iron-sulfur protein isoform X1 [Apis florea]
Apis_florea	RIC-3	XP_012343736.2	666	XP_012343736.2 RIC3 acetylcholine receptor chaperone isoform X1 [Apis florea]
Apis_florea	RIOK1	XP_003697362.2	555	XP_003697362.2 RIO kinase 1 [Apis florea]
Apis_florea	RIOK2	XP_003692456.2	526	XP_003692456.2 RIO kinase 2 [Apis florea]
Apis_florea	RN-tre	XP_003693548.1	571	XP_003693548.1 USP6 N-terminal like RN-tre [Apis florea]
Apis_florea	RNASEK	XP_003697075.1	96	XP_003697075.1 ribonuclease kappa [Apis florea]
Apis_florea	RNaseZ	XP_003693394.2	759	XP_003693394.2 ribonuclease Z [Apis florea]
Apis_florea	ROCK2	XP_003695530.1	1370	XP_003695530.1 rho-associated, coiled-coil containing protein kinase 2 isoform X1 [Apis florea]
Apis_florea	RSG7	XP_086762401.1	519	XP_086762401.1 regulator of G-protein signaling 7 [Apis florea]
Apis_florea	RYBP	XP_012347087.1	171	XP_012347087.1 ring and YY1 binding protein [Apis florea]
Apis_florea	Rab1	XP_003696227.1	206	XP_003696227.1 RAS oncogene family member Rab1 [Apis florea]
Apis_florea	Rab10	XP_003698094.1	200	XP_003698094.1 RAS oncogene family member Rab10 [Apis florea]
Apis_florea	Rab11	XP_003692576.1	215	XP_003692576.1 RAS oncogene family member Rab11 [Apis florea]
Apis_florea	Rab14	XP_003690127.1	218	XP_003690127.1 RAS oncogene family member Rab14 [Apis florea]
Apis_florea	Rab19	XP_012346147.1	219	XP_012346147.1 RAS oncogene family member Rab19 [Apis florea]
Apis_florea	Rab2	XP_003692709.1	214	XP_003692709.1 RAS oncogene family member Rab2 [Apis florea]
Apis_florea	Rab21	XP_003692346.1	222	XP_003692346.1 RAS oncogene family member Rab21 [Apis florea]
Apis_florea	Rab23	XP_003697580.1	240	XP_003697580.1 RAS oncogene family member Rab23 [Apis florea]
Apis_florea	Rab27	XP_003691507.1	208	XP_003691507.1 RAS oncogene family member Rab27 [Apis florea]
Apis_florea	Rab3	XP_031772672.1	269	XP_031772672.1 RAS oncogene family member Rab3 isoform X2 [Apis florea]
Apis_florea	Rab3-GAP	XP_003697292.1	1416	XP_003697292.1 rab3 GTPase activating protein isoform X1 [Apis florea]
Apis_florea	Rab3-GEF	XP_012345119.2	1953	XP_012345119.2 rab3 GDP-GTP exchange factor isoform X10 [Apis florea]
Apis_florea	Rab32	XP_012345272.2	663	XP_012345272.2 RAS oncogene family member Rab32 [Apis florea]
Apis_florea	Rab35	XP_003692779.1	201	XP_003692779.1 RAS oncogene family member Rab35 [Apis florea]
Apis_florea	Rab3GAP1	XP_003692419.3	924	XP_003692419.3 RAB3 GTPase activating protein subunit 1 isoform X1 [Apis florea]
Apis_florea	Rab40	XP_003698169.1	294	XP_003698169.1 RAS oncogene family member Rab40 [Apis florea]
Apis_florea	Rab5	XP_012342462.1	214	XP_012342462.1 RAS oncogene family member Rab5 [Apis florea]
Apis_florea	Rab6	XP_012346893.1	211	XP_012346893.1 RAS oncogene family member Rab6 isoform X1 [Apis florea]
Apis_florea	Rab7	XP_003697757.1	207	XP_003697757.1 RAS oncogene family member Rab7 [Apis florea]
Apis_florea	Rab8	XP_086760928.1	209	XP_086760928.1 RAS oncogene family member Rab8 [Apis florea]
Apis_florea	Rab9	XP_086769940.1	240	XP_086769940.1 RAS oncogene family member Rab9 isoform X1 [Apis florea]
Apis_florea	RabGGTa	XP_031771655.2	543	XP_031771655.2 rab geranylgeranyltransferase subunit alpha isoform X1 [Apis florea]
Apis_florea	RabX6	XP_086770511.1	207	XP_086770511.1 RAS oncogene family member RabX6 [Apis florea]
Apis_florea	Rabex-5	XP_003693351.1	601	XP_003693351.1 rabaptin-5-associated exchange factor for Rab5 isoform X1 [Apis florea]
Apis_florea	Rac1	XP_003697645.1	192	XP_003697645.1 ras-related protein Rac1 [Apis florea]
Apis_florea	Rack1	XP_003692430.1	317	XP_003692430.1 receptor of activated protein kinase C 1 [Apis florea]
Apis_florea	Rad17	XP_086764326.1	465	XP_086764326.1 rad17 checkpoint clamp loader component isoform X1 [Apis florea]
Apis_florea	Rad23	XP_086769344.1	365	XP_086769344.1 UV excision repair protein Rad23 isoform X1 [Apis florea]
Apis_florea	Rad51D	XP_003698614.1	323	XP_003698614.1 rad51 recombinase D [Apis florea]
Apis_florea	Rad60	XP_012340297.3	295	XP_012340297.3 DNA repair protein Rad60 [Apis florea]
Apis_florea	Rad9	XP_003691030.2	474	XP_003691030.2 cell cycle checkpoint control protein Rad9 [Apis florea]
Apis_florea	Rae1	XP_012348524.1	355	XP_012348524.1 ribonucleic acid export 1 [Apis florea]
Apis_florea	Raf	XP_012349023.1	715	XP_012349023.1 serine/threonine kinase raf oncogene [Apis florea]
Apis_florea	RagA-B	XP_012340752.1	306	XP_012340752.1 ras-related GTP binding A/B [Apis florea]
Apis_florea	RagC-D	XP_086766782.1	424	XP_086766782.1 ras-related GTP binding C/D isoform X2 [Apis florea]
Apis_florea	Rala	XP_086761576.1	201	XP_086761576.1 ras-like protein A isoform X1 [Apis florea]
Apis_florea	Ran	XP_086761442.1	215	XP_086761442.1 RAN, member RAS oncogene family [Apis florea]
Apis_florea	RanBP3	XP_003694134.1	424	XP_003694134.1 ran-binding protein 3 isoform X1 [Apis florea]
Apis_florea	RanBPM	XP_086771160.1	578	XP_086771160.1 ran-binding protein M [Apis florea]
Apis_florea	RanGAP	XP_003693041.4	598	XP_003693041.4 ran GTPase activating protein [Apis florea]
Apis_florea	Ranbp16	XP_086774060.1	1108	XP_086774060.1 ran-binding protein 16 isoform X1 [Apis florea]
Apis_florea	Ranbp21	XP_003698453.1	1217	XP_003698453.1 exportin-5-like protein Ranbp21 [Apis florea]
Apis_florea	Rap1	XP_086764216.1	184	XP_086764216.1 RAS oncogene family member Rap1 [Apis florea]
Apis_florea	Rap2l	XP_012344962.1	181	XP_012344962.1 ras-associated protein 2-like [Apis florea]
Apis_florea	Ras64B	XP_003693329.1	199	XP_003693329.1 ras-like protein 2 isoform X1 [Apis florea]
Apis_florea	Ras85D	XP_003696923.1	194	XP_003696923.1 ras-like protein 1 [Apis florea]
Apis_florea	RasGAP1	XP_031774679.2	1028	XP_031774679.2 ras GTPase activating protein 1 isoform X1 [Apis florea]
Apis_florea	Rassf	XP_003694730.1	571	XP_003694730.1 ras association family member [Apis florea]
Apis_florea	Rat1	XP_031774377.1	948	XP_031774377.1 5'-3' exoribonuclease 2 Rat1 [Apis florea]
Apis_florea	Rbbp5	XP_003696838.1	465	XP_003696838.1 retinoblastoma binding protein 5 isoform X1 [Apis florea]
Apis_florea	Rbcn-3A	XP_086766917.1	3373	XP_086766917.1 rabconnectin-3 alpha isoform X1 [Apis florea]
Apis_florea	Rbcn-3B	XP_086768078.1	1514	XP_086768078.1 WD repeat-containing protein Rbcn-3B isoform X1 [Apis florea]
Apis_florea	Rbm13	XP_086769853.1	327	XP_086769853.1 RNA-binding motif protein 13 isoform X1 [Apis florea]
Apis_florea	Rbp	XP_086762706.1	1643	XP_086762706.1 RIMS binding protein isoform X6 [Apis florea]
Apis_florea	Rbp6	XP_086771433.1	359	XP_086771433.1 RNA-binding protein 6 isoform X4 [Apis florea]
Apis_florea	Rbpn-5	XP_012339362.1	625	XP_012339362.1 rab GTPase-binding effector protein rabaptin-5 isoform X1 [Apis florea]
Apis_florea	Rbsn-5	XP_003698279.1	510	XP_003698279.1 rabenosyn-5 isoform X1 [Apis florea]
Apis_florea	Rcc1	XP_003694928.1	431	XP_003694928.1 regulator of chromosome condensation 1 isoform X1 [Apis florea]
Apis_florea	Rcd-1	XP_086763964.1	310	XP_086763964.1 required for cell differentiation 1 [Apis florea]
Apis_florea	Rcd1	XP_086774061.1	1185	XP_086774061.1 reduction in Cnn dots 1 isoform X2 [Apis florea]
Apis_florea	Rcd5	XP_003695431.2	472	XP_003695431.2 microspherule protein Rcd5 [Apis florea]
Apis_florea	Rchy1	XP_003693509.1	278	XP_003693509.1 ring finger and CHY zinc finger domain containing 1 isoform X1 [Apis florea]
Apis_florea	Rdl	XP_086766141.1	529	XP_086766141.1 resistant to dieldrin isoform X1 [Apis florea]
Apis_florea	RecQ4	XP_012342070.3	1536	XP_012342070.3 recQ4 helicase [Apis florea]
Apis_florea	Reck	XP_003694767.3	995	XP_003694767.3 reversion-inducing-cysteine-rich protein with kazal motifs [Apis florea]
Apis_florea	Ref1	XP_003691382.1	293	XP_003691382.1 RNA and export factor binding protein 1 [Apis florea]
Apis_florea	Reg-5	XP_086769076.1	258	XP_086769076.1 rhythmically expressed gene 5 [Apis florea]
Apis_florea	Regnase-1	XP_012346195.3	670	XP_012346195.3 zinc finger CCCH-type containing protein regnase 1 isoform X1 [Apis florea]
Apis_florea	Rel	XP_086767734.1	882	XP_086767734.1 nuclear factor NF-kappa-B family member relish isoform X1 [Apis florea]
Apis_florea	Remo	XP_086767432.1	1569	XP_086767432.1 remoulade isoform X1 [Apis florea]
Apis_florea	Rep	XP_012344840.2	597	XP_012344840.2 rab escort protein [Apis florea]
Apis_florea	Reps	XP_086772691.1	634	XP_086772691.1 RALBP1 associated Eps domain containing isoform X1 [Apis florea]
Apis_florea	Ret	XP_012349392.2	1218	XP_012349392.2 protein kinase receptor Ret oncogene isoform X1 [Apis florea]
Apis_florea	Rev1	XP_012343924.3	1121	XP_012343924.3 rev1 DNA directed polymerase isoform X1 [Apis florea]
Apis_florea	Rexo5	XP_012350018.2	687	XP_012350018.2 RNA exonuclease 5 isoform X1 [Apis florea]
Apis_florea	RfC3	XP_012339474.2	353	XP_012339474.2 replication factor C subunit RfC3 isoform X1 [Apis florea]
Apis_florea	RfC38	XP_003694797.4	355	XP_003694797.4 replication factor C subunit RfC38 [Apis florea]
Apis_florea	RfC4	XP_003690961.3	351	XP_003690961.3 replication factor C subunit RfC4 [Apis florea]
Apis_florea	Rfk	XP_003693794.3	147	XP_003693794.3 riboflavin kinase [Apis florea]
Apis_florea	Rfwd3	XP_086769203.1	539	XP_086769203.1 ring finger and WD repeat domain 3 isoform X1 [Apis florea]
Apis_florea	Rfx	XP_012342526.1	865	XP_012342526.1 regulatory transcription factor Rfx isoform X1 [Apis florea]
Apis_florea	Rga	XP_086768633.1	459	XP_086768633.1 CCR4-NOT transcription complex subunit regena [Apis florea]
Apis_florea	Rgk3	XP_003693026.2	430	XP_003693026.2 rad, Gem/Kir family member 3 [Apis florea]
Apis_florea	Rgl	XP_086771901.1	786	XP_086771901.1 ral guanine nucleotide dissociation stimulator-like isoform X1 [Apis florea]
Apis_florea	Rh5	XP_003694888.1	377	XP_003694888.1 rhodopsin 5 [Apis florea]
Apis_florea	Rh50	XP_003690273.2	485	XP_003690273.2 rhesus blood group-associated glycoprotein Rh50 isoform X1 [Apis florea]
Apis_florea	Rheb	XP_086768021.1	182	XP_086768021.1 ras homolog enriched in brain [Apis florea]
Apis_florea	Rho1	XP_086772976.1	256	XP_086772976.1 ras-like GTP-binding protein Rho1 isoform X1 [Apis florea]
Apis_florea	RhoBTB	XP_012345204.1	737	XP_012345204.1 rho-related BTB domain containing isoform X1 [Apis florea]
Apis_florea	RhoGAP100F	XP_086773447.1	1405	XP_086773447.1 rho GTPase activating protein at 100F [Apis florea]
Apis_florea	RhoGAP102A	XP_012351138.2	1391	XP_012351138.2 rho GTPase activating protein at 102A [Apis florea]
Apis_florea	RhoGAP15B	XP_012344234.1	1321	XP_012344234.1 rhoGAP_ARAP and RA_ARAPs domain-containing protein RhoGAP15B isoform X1 [Apis florea]
Apis_florea	RhoGAP19D	XP_086761360.1	2577	XP_086761360.1 rho GTPase activating protein at 19D isoform X1 [Apis florea]
Apis_florea	RhoGAP1A	XP_012349277.1	1102	XP_012349277.1 rho GTPase activating protein at 1A isoform X1 [Apis florea]
Apis_florea	RhoGAP68F	XP_012340076.1	486	XP_012340076.1 rho GTPase activating protein at 68F isoform X1 [Apis florea]
Apis_florea	RhoGAP93B	XP_031773704.2	1196	XP_031773704.2 myTH4 and RhoGAP_KIAA1688 domain-containing protein RhoGAP93B isoform X1 [Apis florea]
Apis_florea	RhoGAPp190	XP_086767661.1	1641	XP_086767661.1 rho GTPase-activating protein 190 isoform X1 [Apis florea]
Apis_florea	RhoGEF2	XP_086771392.1	1843	XP_086771392.1 rho guanine nucleotide exchange factor 2 isoform X6 [Apis florea]
Apis_florea	RhoGEF3	XP_086767765.1	2179	XP_086767765.1 rho guanine nucleotide exchange factor 3 [Apis florea]
Apis_florea	RhoGEF64C	XP_031773534.2	1816	XP_031773534.2 rho guanine nucleotide exchange factor at 64C [Apis florea]
Apis_florea	Rhp	XP_086772913.1	653	XP_086772913.1 GTP-Rho-binding protein rhophilin isoform X1 [Apis florea]
Apis_florea	Ric	XP_012351077.1	264	XP_012351077.1 ras-related protein interacting with calmodulin isoform X7 [Apis florea]
Apis_florea	Rich	XP_003692344.2	1430	XP_003692344.2 guanine nucleotide exchange factor subunit Rich [Apis florea]
Apis_florea	Rilpl	XP_003691554.2	391	XP_003691554.2 rab interacting lysosomal protein like isoform X1 [Apis florea]
Apis_florea	Rim	XP_086770130.1	2546	XP_086770130.1 rab3 interacting molecule [Apis florea]
Apis_florea	Rim2	XP_086762072.1	404	XP_086762072.1 replication in mitochondria 2 isoform X1 [Apis florea]
Apis_florea	Rint1	XP_003698067.1	733	XP_003698067.1 RAD50 interactor 1 [Apis florea]
Apis_florea	Rip11	XP_003696939.1	530	XP_003696939.1 rab11 interacting protein [Apis florea]
Apis_florea	Ripk5	XP_012340521.2	965	XP_012340521.2 receptor interacting protein kinase 5 isoform X1 [Apis florea]
Apis_florea	Rlip	XP_086773938.1	647	XP_086773938.1 ral interacting protein isoform X1 [Apis florea]
Apis_florea	Rme-8	XP_012340230.2	2256	XP_012340230.2 receptor mediated endocytosis 8 isoform X1 [Apis florea]
Apis_florea	Rnb	XP_012349280.1	852	XP_012349280.1 BTB/POZ domain-containing protein Rnb [Apis florea]
Apis_florea	Rnf11	XP_012346423.1	161	XP_012346423.1 ring finger protein 11 [Apis florea]
Apis_florea	Rnf146	XP_031773521.1	310	XP_031773521.1 ring finger protein 146 isoform X3 [Apis florea]
Apis_florea	Rnft2	XP_003690682.1	410	XP_003690682.1 ring finger protein, transmembrane 2 [Apis florea]
Apis_florea	Rnmt	XP_003697237.1	439	XP_003697237.1 RNA guanine-7 methyltransferase [Apis florea]
Apis_florea	RnrL	XP_003693934.3	822	XP_003693934.3 ribonucleoside diphosphate reductase large subunit [Apis florea]
Apis_florea	RnrS	XP_086758831.1	401	XP_086758831.1 ribonucleoside-diphosphate reductase subunit M2 isoform X1 [Apis florea]
Apis_florea	Roc1a	XP_086762523.1	134	XP_086762523.1 regulator of cullins 1a isoform X1 [Apis florea]
Apis_florea	Roe1	XP_031773745.2	237	XP_031773745.2 grpE protein homolog, mitochondrial Roe1 [Apis florea]
Apis_florea	Root	XP_086772141.1	2025	XP_086772141.1 ciliary rootlet coiled-coil, rootletin isoform X1 [Apis florea]
Apis_florea	Rop	XP_003690893.1	585	XP_003690893.1 syntaxin-binding protein Rop isoform X2 [Apis florea]
Apis_florea	Ror	XP_003692195.1	1137	XP_003692195.1 tyrosine-protein kinase transmembrane receptor Ror isoform X1 [Apis florea]
Apis_florea	Rox8	XP_003696603.1	392	XP_003696603.1 TIA1 cytotoxic granule associated RNA binding protein Rox8 [Apis florea]
Apis_florea	RpA-70	XP_012346144.1	598	XP_012346144.1 replication protein A 70 [Apis florea]
Apis_florea	RpI1	XP_003693956.3	1706	XP_003693956.3 RNA polymerase I subunit RpI1 [Apis florea]
Apis_florea	RpI12	XP_003698937.1	123	XP_003698937.1 RNA polymerase I subunit RpI12 [Apis florea]
Apis_florea	RpI135	XP_003692423.1	1122	XP_003692423.1 RNA polymerase I subunit Rpl135 [Apis florea]
Apis_florea	RpII140	XP_012345141.2	1175	XP_012345141.2 RNA polymerase II subunit RpII140 [Apis florea]
Apis_florea	RpII15	XP_012350835.1	130	XP_012350835.1 RNA polymerase II subunit RpII15 [Apis florea]
Apis_florea	RpII18	XP_003694373.1	130	XP_003694373.1 RNA polymerase II subunit RpII18 [Apis florea]
Apis_florea	RpII215	XP_086765381.1	1944	XP_086765381.1 RNA polymerase II subunit RpII215 isoform X1 [Apis florea]
Apis_florea	RpII33	XP_003698555.1	276	XP_003698555.1 RNA polymerase III subunit RpII33 [Apis florea]
Apis_florea	RpIII128	XP_003692825.1	1134	XP_003692825.1 RNA polymerase III subunit RpIII128 [Apis florea]
Apis_florea	RpIIIC53	XP_012347032.1	393	XP_012347032.1 RNA polymerase III subunit C53 [Apis florea]
Apis_florea	RpL10	XP_031771449.1	219	XP_031771449.1 ribosomal protein L10 [Apis florea]
Apis_florea	RpL10Ab	XP_086769677.1	217	XP_086769677.1 ribosomal protein L10Ab [Apis florea]
Apis_florea	RpL11	XP_086764590.1	168	XP_086764590.1 ribosomal protein L11 [Apis florea]
Apis_florea	RpL12	XP_003695708.1	165	XP_003695708.1 ribosomal protein L12 [Apis florea]
Apis_florea	RpL13	XP_003694362.1	219	XP_003694362.1 ribosomal protein L13 [Apis florea]
Apis_florea	RpL13A	XP_003694917.1	204	XP_003694917.1 ribosomal protein L13A [Apis florea]
Apis_florea	RpL14	XP_086769428.1	149	XP_086769428.1 ribosomal protein L14 isoform X1 [Apis florea]
Apis_florea	RpL15	XP_003690013.1	204	XP_003690013.1 ribosomal protein L15 [Apis florea]
Apis_florea	RpL17	XP_086769314.1	185	XP_086769314.1 ribosomal protein L17 [Apis florea]
Apis_florea	RpL18	XP_003691391.1	188	XP_003691391.1 ribosomal protein L18 [Apis florea]
Apis_florea	RpL18A	XP_031775336.2	177	XP_031775336.2 ribosomal protein L18A [Apis florea]
Apis_florea	RpL19	XP_086758846.1	200	XP_086758846.1 ribosomal protein L19 [Apis florea]
Apis_florea	RpL21	XP_003695519.1	159	XP_003695519.1 ribosomal protein L21 [Apis florea]
Apis_florea	RpL23	XP_003697800.1	140	XP_003697800.1 ribosomal protein L23 [Apis florea]
Apis_florea	RpL23A	XP_012341482.1	241	XP_012341482.1 ribosomal protein L23A [Apis florea]
Apis_florea	RpL24	XP_003698366.1	154	XP_003698366.1 ribosomal protein L24 [Apis florea]
Apis_florea	RpL24-like	XP_003691179.1	171	XP_003691179.1 ribosomal protein L24-like [Apis florea]
Apis_florea	RpL26	XP_012339781.1	148	XP_012339781.1 ribosomal protein L26 [Apis florea]
Apis_florea	RpL27	XP_003691054.1	134	XP_003691054.1 ribosomal protein L27 [Apis florea]
Apis_florea	RpL27A	XP_003691204.1	147	XP_003691204.1 ribosomal protein L27A [Apis florea]
Apis_florea	RpL28	XP_031772394.1	138	XP_031772394.1 ribosomal protein L28 [Apis florea]
Apis_florea	RpL29	XP_086759114.1	71	XP_086759114.1 ribosomal protein L29 [Apis florea]
Apis_florea	RpL3	XP_003690092.1	415	XP_003690092.1 ribosomal protein L3 [Apis florea]
Apis_florea	RpL30	XP_012342789.1	114	XP_012342789.1 ribosomal protein L30 [Apis florea]
Apis_florea	RpL31	XP_003694062.1	123	XP_003694062.1 ribosomal protein L31 [Apis florea]
Apis_florea	RpL32	XP_003698444.1	134	XP_003698444.1 ribosomal protein L32 [Apis florea]
Apis_florea	RpL35	XP_086773412.1	123	XP_086773412.1 ribosomal protein L35 [Apis florea]
Apis_florea	RpL35A	XP_012348820.1	146	XP_012348820.1 ribosomal protein L35A [Apis florea]
Apis_florea	RpL36	XP_086763682.1	116	XP_086763682.1 ribosomal protein L36 isoform X2 [Apis florea]
Apis_florea	RpL36A	XP_086759677.1	104	XP_086759677.1 ribosomal protein L36A [Apis florea]
Apis_florea	RpL37-1	XP_003692630.1	91	XP_003692630.1 ribosomal protein L37-1 [Apis florea]
Apis_florea	RpL37A	XP_003698694.1	92	XP_003698694.1 ribosomal protein L37A [Apis florea]
Apis_florea	RpL38	XP_012347369.1	75	XP_012347369.1 ribosomal protein L38 [Apis florea]
Apis_florea	RpL4	XP_012345047.1	431	XP_012345047.1 ribosomal protein L4 isoform X1 [Apis florea]
Apis_florea	RpL40	XP_003689913.1	128	XP_003689913.1 ribosomal protein L40 [Apis florea]
Apis_florea	RpL5	XP_012341621.1	298	XP_012341621.1 ribosomal protein L5 [Apis florea]
Apis_florea	RpL6	XP_012350111.1	272	XP_012350111.1 ribosomal protein L6 [Apis florea]
Apis_florea	RpL7	XP_086759624.1	252	XP_086759624.1 ribosomal protein L7 [Apis florea]
Apis_florea	RpL7A	XP_003692383.1	268	XP_003692383.1 ribosomal protein L7A [Apis florea]
Apis_florea	RpL8	XP_003692736.1	257	XP_003692736.1 ribosomal protein L8 [Apis florea]
Apis_florea	RpL9	XP_003693532.2	190	XP_003693532.2 ribosomal protein L9 [Apis florea]
Apis_florea	RpLP0	XP_003695681.1	317	XP_003695681.1 ribosomal protein LP0 isoform X1 [Apis florea]
Apis_florea	RpLP0-like	XP_086772529.1	249	XP_086772529.1 ribosomal protein LP0-like isoform X1 [Apis florea]
Apis_florea	RpLP1	XP_003692770.1	111	XP_003692770.1 ribosomal protein LP1 [Apis florea]
Apis_florea	RpLP2	XP_003690570.1	114	XP_003690570.1 ribosomal protein LP2 [Apis florea]
Apis_florea	RpS11	XP_012345768.2	155	XP_012345768.2 ribosomal protein S11 [Apis florea]
Apis_florea	RpS12	XP_012339202.1	141	XP_012339202.1 ribosomal protein S12 [Apis florea]
Apis_florea	RpS13	XP_003689876.1	151	XP_003689876.1 ribosomal protein S13 [Apis florea]
Apis_florea	RpS15	XP_086759075.1	147	XP_086759075.1 ribosomal protein S15 [Apis florea]
Apis_florea	RpS16	XP_012346236.1	148	XP_012346236.1 ribosomal protein S16 [Apis florea]
Apis_florea	RpS17	XP_012349771.1	131	XP_012349771.1 ribosomal protein S17 [Apis florea]
Apis_florea	RpS18	XP_003697517.1	152	XP_003697517.1 ribosomal protein S18 [Apis florea]
Apis_florea	RpS2	XP_012344319.1	280	XP_012344319.1 ribosomal protein S2 [Apis florea]
Apis_florea	RpS20	XP_003691551.1	121	XP_003691551.1 ribosomal protein S20 [Apis florea]
Apis_florea	RpS21	XP_012348957.2	107	XP_012348957.2 ribosomal protein S21 isoform X1 [Apis florea]
Apis_florea	RpS23	XP_003692442.1	143	XP_003692442.1 ribosomal protein S23 [Apis florea]
Apis_florea	RpS24	XP_003694598.1	132	XP_003694598.1 ribosomal protein S24 [Apis florea]
Apis_florea	RpS25	XP_086760877.1	119	XP_086760877.1 ribosomal protein S25 [Apis florea]
Apis_florea	RpS26	XP_003695237.1	114	XP_003695237.1 ribosomal protein S26 [Apis florea]
Apis_florea	RpS27	XP_012351064.1	85	XP_012351064.1 ribosomal protein S27 [Apis florea]
Apis_florea	RpS27A	XP_003689637.1	156	XP_003689637.1 ribosomal protein S27A [Apis florea]
Apis_florea	RpS29	XP_003696202.1	56	XP_003696202.1 ribosomal protein S29 isoform X1 [Apis florea]
Apis_florea	RpS3	XP_086762534.1	242	XP_086762534.1 ribosomal protein S3 [Apis florea]
Apis_florea	RpS30	XP_012346307.2	132	XP_012346307.2 ribosomal protein S30 [Apis florea]
Apis_florea	RpS3A	XP_003695223.1	267	XP_003695223.1 ribosomal protein S3A [Apis florea]
Apis_florea	RpS4	XP_003697333.1	262	XP_003697333.1 ribosomal protein S4 [Apis florea]
Apis_florea	RpS5a	XP_012345646.1	216	XP_012345646.1 ribosomal protein S5a [Apis florea]
Apis_florea	RpS6	XP_012350037.2	220	XP_012350037.2 ribosomal protein S6 [Apis florea]
Apis_florea	RpS7	XP_003697881.1	214	XP_003697881.1 ribosomal protein S7 [Apis florea]
Apis_florea	RpS8	XP_003690352.1	208	XP_003690352.1 ribosomal protein S8 [Apis florea]
Apis_florea	RpS9	XP_012347263.2	193	XP_012347263.2 ribosomal protein S9 [Apis florea]
Apis_florea	Rpb10	XP_003693600.1	67	XP_003693600.1 DNA-directed RNA polymerases I, II, and III subunit Rpb10 [Apis florea]
Apis_florea	Rpb11	XP_003698760.1	117	XP_003698760.1 DNA-directed RNA polymerase II subunit RPB11 [Apis florea]
Apis_florea	Rpb12	XP_003695075.1	57	XP_003695075.1 DNA-directed RNA polymerases I, II, and III subunit Rpb12 [Apis florea]
