category	species	gene_parent	product
carboxylesterase_or_esterase	Apis_cerana	gene-Pde8	phosphodiesterase 8, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-Pde9	phosphodiesterase 9, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-dnc	phosphodiesterase dunce, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-LOC108001209	phosphotriesterase-related protein
carboxylesterase_or_esterase	Apis_cerana	gene-LOC107995258	protein phosphatase methylesterase 1
carboxylesterase_or_esterase	Apis_cerana	gene-LOC107999949	sphingomyelin phosphodiesterase 1
carboxylesterase_or_esterase	Apis_cerana	gene-LOC108002416	sphingomyelin phosphodiesterase 4
carboxylesterase_or_esterase	Apis_cerana	gene-LOC107996942	sphingomyelin phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-gkt	tyrosyl-DNA phosphodiesterase glaikit, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-LOC107994526	U6 snRNA phosphodiesterase 1, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-LOC107997854	ubiquitin thioesterase otubain-like
carboxylesterase_or_esterase	Apis_cerana	gene-trbd	ubiquitin thioesterase trabid, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-Est-6	venom carboxylesterase-6, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-LOC100866822	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase
carboxylesterase_or_esterase	Apis_florea	gene-LOC100870548	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1
carboxylesterase_or_esterase	Apis_florea	gene-LOC100867350	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-LOC100866209	2',5'-phosphodiesterase 12
carboxylesterase_or_esterase	Apis_florea	gene-LOC100868916	acetylcholinesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-LOC105735605	acetylcholinesterase-like, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-LOC100863175	acyl-coenzyme A thioesterase 13
carboxylesterase_or_esterase	Apis_florea	gene-Apt1	Acyl-protein thioesterase 1
carboxylesterase_or_esterase	Apis_florea	gene-LOC100864453	carboxylesterase 1C
carboxylesterase_or_esterase	Apis_florea	gene-LOC100866450	cGMP-dependent 3',5'-cyclic phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-LOC100864782	cyclic GMP-AMP phosphodiesterase SMPDL3A, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-LOC100863053	dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-LOC100869740	dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-LOC100867933	esterase CG5412
carboxylesterase_or_esterase	Apis_florea	gene-LOC100863027	esterase E4
carboxylesterase_or_esterase	Apis_florea	gene-LOC100871631	esterase E4
carboxylesterase_or_esterase	Apis_florea	gene-LOC100873051	esterase E4-like
carboxylesterase_or_esterase	Apis_florea	gene-LOC100866205	esterase FE4
carboxylesterase_or_esterase	Apis_florea	gene-LOC100864160	esterase FE4, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-LOC100869344	esterase FE4, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-LOC100863281	glycerophosphocholine phosphodiesterase GPCPD1, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-LOC100865444	glycerophosphodiester phosphodiesterase 1
carboxylesterase_or_esterase	Apis_florea	gene-Jhe	juvenile hormone esterase
carboxylesterase_or_esterase	Apis_florea	gene-LOC100869585	juvenile hormone esterase
carboxylesterase_or_esterase	Apis_florea	gene-LOC105735420	juvenile hormone esterase
carboxylesterase_or_esterase	Apis_florea	gene-LOC147657491	juvenile hormone esterase
carboxylesterase_or_esterase	Apis_florea	gene-LOC100865786	juvenile hormone esterase, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-LOC116414351	juvenile hormone esterase, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-LOC100868789	metallophosphoesterase domain-containing protein 1
carboxylesterase_or_esterase	Apis_florea	gene-Mppe	Metallophosphoesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-Notum	palmitoleoyl-protein carboxylesterase notum
carboxylesterase_or_esterase	Apis_florea	gene-Ppt1	Palmitoyl-protein thioesterase 1
carboxylesterase_or_esterase	Apis_florea	gene-Ppt2	palmitoyl-protein thioesterase 2, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-cnn	phosphodiesterase 4D interacting protein centrosomin, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-Pde6	phosphodiesterase 6, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-Pde8	phosphodiesterase 8, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-Pde9	phosphodiesterase 9, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-dnc	phosphodiesterase dunce, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-LOC100869419	phosphotriesterase-related protein
carboxylesterase_or_esterase	Apis_florea	gene-LOC100866694	protein phosphatase methylesterase 1
carboxylesterase_or_esterase	Apis_florea	gene-LOC100862939	sphingomyelin phosphodiesterase 1
carboxylesterase_or_esterase	Apis_florea	gene-LOC100863197	sphingomyelin phosphodiesterase 4, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-LOC100870668	sphingomyelin phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-gkt	tyrosyl-DNA phosphodiesterase glaikit, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-LOC100866871	U6 snRNA phosphodiesterase 1
carboxylesterase_or_esterase	Apis_florea	gene-LOC100871117	ubiquitin thioesterase otubain-like
carboxylesterase_or_esterase	Apis_florea	gene-trbd	ubiquitin thioesterase trabid, transcript variant X1
carboxylesterase_or_esterase	Apis_florea	gene-Est-6	venom carboxylesterase-6
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100642628	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100649981	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase classes I and II, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100649725	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100647687	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100644023	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100649538	2',5'-phosphodiesterase 12, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100647481	acetylcholinesterase
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100644218	acetylcholinesterase, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100651405	acetylcholinesterase-like, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100643218	acid sphingomyelinase-like phosphodiesterase 3a, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100643808	acyl-coenzyme A thioesterase 13
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100651959	acyl-protein thioesterase 2, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100643404	calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100648035	cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100643269	cGMP-dependent 3',5'-cyclic phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100650502	cGMP-specific 3',5'-cyclic phosphodiesterase
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100644613	cholinesterase, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100644530	dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100644369	esterase FE4
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100646291	esterase FE4
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100647100	esterase FE4
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100644814	esterase FE4, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100647220	esterase FE4, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100650906	esterase FE4, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100646222	esterase OVCA2, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100645227	glycerophosphocholine phosphodiesterase GPCPD1, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100644729	glycerophosphodiester phosphodiesterase 1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100645282	glycerophosphodiester phosphodiesterase domain-containing protein 1-like, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100648878	high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100643780	lysosomal thioesterase PPT2 homolog
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100643006	metallophosphoesterase 1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100642388	metallophosphoesterase 1 homolog, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100650117	metallophosphoesterase domain-containing protein 1, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100643112	neuropathy target esterase sws, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100652269	palmitoleoyl-protein carboxylesterase NOTUM
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100645499	palmitoyl-protein thioesterase 1, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100649849	phosphotriesterase-related protein, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100649989	probable tyrosyl-DNA phosphodiesterase
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100643963	protein phosphatase methylesterase 1, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100651384	retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100651586	sphingomyelin phosphodiesterase 1, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100650875	sphingomyelin phosphodiesterase 4, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100651097	sphingomyelin phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100648525	U6 snRNA phosphodiesterase
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100651488	ubiquitin thioesterase OTU1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC105665614	ubiquitin thioesterase otubain-like
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100644296	ubiquitin thioesterase trabid, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100652071	venom carboxylesterase-6
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100652311	venom carboxylesterase-6
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100647870	venom carboxylesterase-6, transcript variant X1
carboxylesterase_or_esterase	Bombus_terrestris	gene-LOC100652190	venom carboxylesterase-6, transcript variant X1
epoxide_hydrolase	Apis_laboriosa	gene-LOC122720518	epoxide hydrolase 4-like
epoxide_hydrolase	Apis_laboriosa	gene-LOC122713468	juvenile hormone epoxide hydrolase 1-like
epoxide_hydrolase	Apis_dorsata	gene-LOC102678396	epoxide hydrolase 4-like
epoxide_hydrolase	Apis_dorsata	gene-LOC102675847	juvenile hormone epoxide hydrolase 1-like
epoxide_hydrolase	Apis_mellifera	gene-LOC410878	epoxide hydrolase 4, transcript variant X1
epoxide_hydrolase	Apis_mellifera	gene-LOC406152	juvenile hormone epoxide hydrolase 1
epoxide_hydrolase	Apis_cerana	gene-LOC107996715	epoxide hydrolase 4, transcript variant X1
epoxide_hydrolase	Apis_cerana	gene-LOC108003695	juvenile hormone epoxide hydrolase 1
epoxide_hydrolase	Apis_florea	gene-LOC100863366	epoxide hydrolase 4, transcript variant X1
epoxide_hydrolase	Apis_florea	gene-LOC100866794	juvenile hormone epoxide hydrolase 1
epoxide_hydrolase	Bombus_terrestris	gene-LOC100650802	epoxide hydrolase 4
epoxide_hydrolase	Bombus_terrestris	gene-LOC100648328	juvenile hormone epoxide hydrolase 1
aldo_keto_reductase	Apis_laboriosa	gene-LOC122715285	aldo-keto reductase family 1 member A1-like, transcript variant X1
aldo_keto_reductase	Apis_laboriosa	gene-LOC122714012	aldo-keto reductase family 1 member B1-like
aldo_keto_reductase	Apis_dorsata	gene-LOC102672508	aldo-keto reductase family 1 member A1-like, transcript variant X1
aldo_keto_reductase	Apis_dorsata	gene-LOC102676195	aldo-keto reductase family 1 member B1-like
aldo_keto_reductase	Apis_dorsata	gene-LOC102676740	aldo-keto reductase family 1 member B1-like, transcript variant X1
aldo_keto_reductase	Apis_cerana	gene-LOC108001737	aldo-keto reductase family 1 member A1
aldo_keto_reductase	Apis_cerana	gene-LOC107996296	aldo-keto reductase family 1 member B1, transcript variant X1
aldo_keto_reductase	Apis_florea	gene-LOC100871037	aldo-keto reductase 1B, transcript variant X1
aldo_keto_reductase	Apis_florea	gene-LOC147658409	aldo-keto reductase 1B, transcript variant X1
aldo_keto_reductase	Apis_florea	gene-LOC100870516	aldo-keto reductase family 1 member A1, transcript variant X1
aldo_keto_reductase	Apis_florea	gene-LOC100871157	aldo-keto reductase family 1 member B1
short_chain_dehydrogenase	Apis_laboriosa	gene-LOC122713514	short-chain dehydrogenase/reductase family 16C member 6
short_chain_dehydrogenase	Apis_laboriosa	gene-LOC122717850	short-chain dehydrogenase/reductase family 16C member 6-like
short_chain_dehydrogenase	Apis_dorsata	gene-LOC102677182	short-chain dehydrogenase/reductase family 16C member 6-like
short_chain_dehydrogenase	Apis_mellifera	gene-LOC406147	short-chain dehydrogenase/reductase
short_chain_dehydrogenase	Apis_mellifera	gene-LOC724348	short-chain dehydrogenase/reductase
short_chain_dehydrogenase	Apis_mellifera	gene-LOC411340	short-chain dehydrogenase/reductase family 16C member 6
short_chain_dehydrogenase	Apis_mellifera	gene-LOC409260	short-chain dehydrogenase/reductase family 16C member 6, transcript variant X1
short_chain_dehydrogenase	Apis_cerana	gene-LOC107995023	short-chain dehydrogenase/reductase family 16C member 6
short_chain_dehydrogenase	Apis_florea	gene-LOC100866833	short-chain dehydrogenase/reductase family 16C member 6, transcript variant X1
short_chain_dehydrogenase	Apis_florea	gene-LOC147656342	short-chain dehydrogenase/reductase family 16C member 6, transcript variant X1
short_chain_dehydrogenase	Apis_florea	gene-LOC100865958	short-chain dehydrogenase/reductase, transcript variant X1
short_chain_dehydrogenase	Bombus_terrestris	gene-LOC100645459	short-chain dehydrogenase/reductase family 16C member 6, transcript variant X1
organic_anion_transporter	Apis_laboriosa	gene-LOC122714185	solute carrier organic anion transporter family member 1A5-like, transcript variant X1
organic_anion_transporter	Apis_laboriosa	gene-LOC122710891	solute carrier organic anion transporter family member 4A1, transcript variant X1
organic_anion_transporter	Apis_laboriosa	gene-LOC122710879	solute carrier organic anion transporter family member 5A1, transcript variant X1
organic_anion_transporter	Apis_laboriosa	gene-LOC122713366	solute carrier organic anion transporter family member 74D, transcript variant X1
organic_anion_transporter	Apis_laboriosa	gene-LOC122714194	solute carrier organic anion transporter family member 74D, transcript variant X1
organic_anion_transporter	Apis_laboriosa	gene-LOC122714205	solute carrier organic anion transporter family member 74D, transcript variant X1
organic_anion_transporter	Apis_dorsata	gene-LOC102680902	solute carrier organic anion transporter family member 1A5-like
organic_anion_transporter	Apis_dorsata	gene-LOC102674815	solute carrier organic anion transporter family member 4A1, transcript variant X1
organic_anion_transporter	Apis_dorsata	gene-LOC102674330	solute carrier organic anion transporter family member 5A1, transcript variant X1
organic_anion_transporter	Apis_dorsata	gene-LOC102670847	solute carrier organic anion transporter family member 74D, transcript variant X1
organic_anion_transporter	Apis_dorsata	gene-LOC102679526	solute carrier organic anion transporter family member 74D, transcript variant X1
organic_anion_transporter	Apis_dorsata	gene-LOC102671071	solute carrier organic anion transporter family member 74D-like, transcript variant X1
organic_anion_transporter	Apis_mellifera	gene-LOC726470	solute carrier organic anion transporter family member 1A5, transcript variant X1
organic_anion_transporter	Apis_mellifera	gene-LOC409650	solute carrier organic anion transporter family member 2A1, transcript variant X1
organic_anion_transporter	Apis_mellifera	gene-LOC100577409	solute carrier organic anion transporter family member 3A1
organic_anion_transporter	Apis_mellifera	gene-LOC107965041	solute carrier organic anion transporter family member 4A1-like, transcript variant X1
organic_anion_transporter	Apis_mellifera	gene-LOC409649	solute carrier organic anion transporter family member 5A1, transcript variant X1
organic_anion_transporter	Apis_cerana	gene-LOC107994922	organic anion transporter 3, transcript variant X1
organic_anion_transporter	Apis_cerana	gene-LOC108001520	solute carrier organic anion transporter family member 1A5, transcript variant X1
organic_anion_transporter	Apis_florea	gene-LOC100866726	solute carrier organic anion transporter family member 1A5
organic_anion_transporter	Bombus_terrestris	gene-LOC100652127	solute carrier organic anion transporter family member 1A5, transcript variant X1
organic_anion_transporter	Bombus_terrestris	gene-LOC100651334	solute carrier organic anion transporter family member 2A1
organic_anion_transporter	Bombus_terrestris	gene-LOC100642848	solute carrier organic anion transporter family member 3A1, transcript variant X1
organic_anion_transporter	Bombus_terrestris	gene-LOC100648480	solute carrier organic anion transporter family member 4A1, transcript variant X1
organic_anion_transporter	Bombus_terrestris	gene-LOC100642340	solute carrier organic anion transporter family member 5A1, transcript variant X1
organic_anion_transporter	Bombus_terrestris	gene-LOC100648366	solute carrier organic anion transporter family member 5A1, transcript variant X1
major_facilitator_transporter	Apis_laboriosa	gene-LOC122715846	major facilitator superfamily domain-containing protein 1-like
major_facilitator_transporter	Apis_laboriosa	gene-LOC122712846	major facilitator superfamily domain-containing protein 10, transcript variant X1
major_facilitator_transporter	Apis_laboriosa	gene-LOC122716902	major facilitator superfamily domain-containing protein 12-like
major_facilitator_transporter	Apis_laboriosa	gene-LOC122718407	major facilitator superfamily domain-containing protein 12-like
major_facilitator_transporter	Apis_laboriosa	gene-LOC122710305	major facilitator superfamily domain-containing protein 6, transcript variant X1
major_facilitator_transporter	Apis_laboriosa	gene-LOC122712949	major facilitator superfamily domain-containing protein 6, transcript variant X1
major_facilitator_transporter	Apis_laboriosa	gene-LOC122713946	major facilitator superfamily domain-containing protein 6, transcript variant X1
major_facilitator_transporter	Apis_laboriosa	gene-LOC122710406	major facilitator superfamily domain-containing protein 8, transcript variant X1
major_facilitator_transporter	Apis_dorsata	gene-LOC102680851	major facilitator superfamily domain-containing protein 1-like
major_facilitator_transporter	Apis_dorsata	gene-LOC102673495	major facilitator superfamily domain-containing protein 10, transcript variant X1
major_facilitator_transporter	Apis_dorsata	gene-LOC102672361	major facilitator superfamily domain-containing protein 12-like
major_facilitator_transporter	Apis_dorsata	gene-LOC102677696	major facilitator superfamily domain-containing protein 12-like
major_facilitator_transporter	Apis_dorsata	gene-LOC102677913	major facilitator superfamily domain-containing protein 6
major_facilitator_transporter	Apis_dorsata	gene-LOC102675013	major facilitator superfamily domain-containing protein 6, transcript variant X1
major_facilitator_transporter	Apis_dorsata	gene-LOC102674265	major facilitator superfamily domain-containing protein 6-like
major_facilitator_transporter	Apis_dorsata	gene-LOC102678905	major facilitator superfamily domain-containing protein 6-like, transcript variant X1
major_facilitator_transporter	Apis_dorsata	gene-LOC102675903	major facilitator superfamily domain-containing protein 8
major_facilitator_transporter	Apis_mellifera	gene-LOC408634	major facilitator superfamily domain-containing protein 1
major_facilitator_transporter	Apis_mellifera	gene-LOC552708	major facilitator superfamily domain-containing protein 10, transcript variant X1
major_facilitator_transporter	Apis_mellifera	gene-LOC408674	major facilitator superfamily domain-containing protein 12
major_facilitator_transporter	Apis_mellifera	gene-LOC551665	major facilitator superfamily domain-containing protein 12
major_facilitator_transporter	Apis_mellifera	gene-LOC411196	major facilitator superfamily domain-containing protein 6
major_facilitator_transporter	Apis_mellifera	gene-LOC410613	major facilitator superfamily domain-containing protein 6, transcript variant X1
major_facilitator_transporter	Apis_mellifera	gene-LOC412430	major facilitator superfamily domain-containing protein 6, transcript variant X1
major_facilitator_transporter	Apis_mellifera	gene-LOC725192	major facilitator superfamily domain-containing protein 6-A, transcript variant X1
major_facilitator_transporter	Apis_mellifera	gene-LOC552144	major facilitator superfamily domain-containing protein 8, transcript variant X1
major_facilitator_transporter	Apis_cerana	gene-LOC108002099	major facilitator superfamily domain-containing protein 1
major_facilitator_transporter	Apis_cerana	gene-LOC108002860	major facilitator superfamily domain-containing protein 12
major_facilitator_transporter	Apis_cerana	gene-LOC108004254	major facilitator superfamily domain-containing protein 12
major_facilitator_transporter	Apis_cerana	gene-jef	major facilitator superfamily domain-containing protein 6 jef, transcript variant X1
major_facilitator_transporter	Apis_cerana	gene-LOC108000755	major facilitator superfamily domain-containing protein 6, transcript variant X1
major_facilitator_transporter	Apis_cerana	gene-rtet	major facilitator superfamily domain-containing protein rtet, transcript variant X1
major_facilitator_transporter	Apis_cerana	gene-MFS10	major facilitator superfamily transporter 10, transcript variant X1
major_facilitator_transporter	Apis_cerana	gene-MFS16	major facilitator superfamily transporter 16, transcript variant X1
major_facilitator_transporter	Apis_cerana	gene-MFS18	major facilitator superfamily transporter 18, transcript variant X1
major_facilitator_transporter	Apis_cerana	gene-MFS3	major facilitator superfamily transporter 3
major_facilitator_transporter	Apis_cerana	gene-MFS9	major facilitator superfamily transporter 9, transcript variant X1
major_facilitator_transporter	Apis_florea	gene-LOC100871986	major facilitator superfamily domain-containing protein 12
major_facilitator_transporter	Apis_florea	gene-LOC100868934	major facilitator superfamily domain-containing protein 12, transcript variant X1
major_facilitator_transporter	Apis_florea	gene-jef	major facilitator superfamily domain-containing protein 6 jef, transcript variant X1
major_facilitator_transporter	Apis_florea	gene-LOC100866506	major facilitator superfamily domain-containing protein 6, transcript variant X1
major_facilitator_transporter	Apis_florea	gene-rtet	major facilitator superfamily domain-containing protein rtet, transcript variant X1
major_facilitator_transporter	Apis_florea	gene-MFS10	major facilitator superfamily transporter 10
major_facilitator_transporter	Apis_florea	gene-MFS16	major facilitator superfamily transporter 16, transcript variant X1
major_facilitator_transporter	Apis_florea	gene-MFS18	major facilitator superfamily transporter 18, transcript variant X1
major_facilitator_transporter	Apis_florea	gene-MFS3	major facilitator superfamily transporter 3
major_facilitator_transporter	Apis_florea	gene-MFS9	major facilitator superfamily transporter 9, transcript variant X1
major_facilitator_transporter	Bombus_terrestris	gene-LOC100651709	major facilitator superfamily domain-containing protein 1
major_facilitator_transporter	Bombus_terrestris	gene-LOC100648145	major facilitator superfamily domain-containing protein 10
major_facilitator_transporter	Bombus_terrestris	gene-LOC100642988	major facilitator superfamily domain-containing protein 12, transcript variant X1
major_facilitator_transporter	Bombus_terrestris	gene-LOC100643640	major facilitator superfamily domain-containing protein 12, transcript variant X1
major_facilitator_transporter	Bombus_terrestris	gene-LOC100648477	major facilitator superfamily domain-containing protein 6, transcript variant X1
major_facilitator_transporter	Bombus_terrestris	gene-LOC100651054	major facilitator superfamily domain-containing protein 6, transcript variant X1
major_facilitator_transporter	Bombus_terrestris	gene-LOC100652175	major facilitator superfamily domain-containing protein 6, transcript variant X1
major_facilitator_transporter	Bombus_terrestris	gene-LOC100648831	major facilitator superfamily domain-containing protein 8, transcript variant X1
aquaporin	Apis_laboriosa	gene-LOC122720404	aquaporin AQPAe.a-like
aquaporin	Apis_laboriosa	gene-LOC122710404	aquaporin AQPAn.G-like, transcript variant X1
aquaporin	Apis_laboriosa	gene-LOC122720057	aquaporin AQPAn.G-like, transcript variant X1
aquaporin	Apis_laboriosa	gene-LOC122710743	aquaporin-11
aquaporin	Apis_laboriosa	gene-LOC122717163	aquaporin-like, transcript variant X1
aquaporin	Apis_dorsata	gene-LOC102681154	aquaporin AQPAe.a-like
aquaporin	Apis_dorsata	gene-LOC102679301	aquaporin AQPAn.G, transcript variant X1
aquaporin	Apis_dorsata	gene-LOC102679924	aquaporin AQPAn.G-like, transcript variant X1
aquaporin	Apis_dorsata	gene-LOC102681139	aquaporin-like, transcript variant X1
aquaporin	Apis_dorsata	gene-LOC102681264	aquaporin-like, transcript variant X1
aquaporin	Apis_mellifera	gene-LOC725165	aquaporin AQPAe.a, transcript variant X1
aquaporin	Apis_mellifera	gene-LOC410915	aquaporin AQPAn.G, transcript variant X1
aquaporin	Apis_mellifera	gene-LOC552149	aquaporin AQPAn.G, transcript variant X1
aquaporin	Apis_mellifera	gene-LOC551806	aquaporin, transcript variant X1
aquaporin	Apis_mellifera	gene-LOC107964089	aquaporin-11
aquaporin	Apis_cerana	gene-AQP	aquaporin
aquaporin	Apis_cerana	gene-LOC107996665	aquaporin AQPAe.a, transcript variant X1
aquaporin	Apis_cerana	gene-LOC108001076	aquaporin AQPAn.G, transcript variant X1
aquaporin	Apis_cerana	gene-LOC108001077	aquaporin AQPAn.G, transcript variant X1
aquaporin	Apis_cerana	gene-LOC108001732	aquaporin, transcript variant X1
aquaporin	Apis_florea	gene-LOC100867232	aquaporin AQPAn.G, transcript variant X1
aquaporin	Apis_florea	gene-LOC100868157	aquaporin AQPAn.G, transcript variant X1
aquaporin	Apis_florea	gene-LOC100872956	aquaporin AQPAn.G, transcript variant X1
aquaporin	Apis_florea	gene-AQP	aquaporin, transcript variant X1
aquaporin	Apis_florea	gene-LOC100863295	aquaporin, transcript variant X1
aquaporin	Apis_florea	gene-LOC100863529	aquaporin-like, transcript variant X1
aquaporin	Bombus_terrestris	gene-LOC100643968	aquaporin AQPAe.a-like
aquaporin	Bombus_terrestris	gene-LOC100647412	aquaporin AQPAn.G, transcript variant X1
aquaporin	Bombus_terrestris	gene-LOC100647837	aquaporin AQPAn.G, transcript variant X1
aquaporin	Bombus_terrestris	gene-LOC100648732	aquaporin AQPcic
aquaporin	Bombus_terrestris	gene-LOC100650947	aquaporin, transcript variant X1
aquaporin	Bombus_terrestris	gene-LOC105666529	aquaporin-11, transcript variant X1
lipocalin	Apis_cerana	gene-Karl	lipocalin/cytosolic fatty acid-binding protein Karl
lipocalin	Apis_florea	gene-Karl	lipocalin/cytosolic fatty acid-binding protein Karl
lipophorin	Apis_laboriosa	gene-LOC122718571	apolipophorins
lipophorin	Apis_dorsata	gene-LOC102677924	apolipophorins
lipophorin	Apis_mellifera	gene-A4	apolipophorin-III-like protein
lipophorin	Apis_mellifera	gene-LOC408961	apolipophorins
lipophorin	Apis_mellifera	gene-LOC412401	lipophorin receptor, transcript variant X1
lipophorin	Apis_cerana	gene-A4	apolipophorin-III-like protein
lipophorin	Apis_cerana	gene-apolpp	retinoid- and fatty-acid binding glycoprotein apolipophorin
lipophorin	Apis_florea	gene-A4	apolipophorin-III-like protein
lipophorin	Apis_florea	gene-apolpp	retinoid- and fatty-acid binding glycoprotein apolipophorin
lipophorin	Bombus_terrestris	gene-LOC100647222	apolipophorins
