orthogroup	AL_reads	AD_reads	AL_per_million_input_R1	AD_per_million_input_R1	raw_ratio	median_normalized_ratio	panels	descriptions
OG0000012	1086	573	543.0	286.5	1.8952879581151831	1.5443087066123715	ribosome	XP_001120419.1 40S ribosomal protein S6 [Apis mellifera]; XP_006613377.1 40S ribosomal protein S6 [Apis dorsata]; XP_012169627.1 40S ribosomal protein S6 [Bombus terrestris]; XP_012350037.2 ribosomal protein S6 [Apis florea]; XP_016904253.1 ribosomal protein S6 [Apis cerana]; XP_043786285.1 40S ribosomal protein S6 [Apis laboriosa]; XP_048265812.1 40S ribosomal protein S6 [Bombus terrestris]; XP_048265888.1 40S ribosomal protein S6-like [Bombus terrestris]; XP_048265889.1 40S ribosomal protein S6-like [Bombus terrestris]; XP_048265890.1 40S ribosomal protein S6-like [Bombus terrestris]; XP_048265891.1 40S ribosomal protein S6-like [Bombus terrestris]; XP_048265892.1 40S ribosomal protein S6-like [Bombus terrestris]; XP_048265893.1 40S ribosomal protein S6-like [Bombus terrestris]; XP_048265894.1 40S ribosomal protein S6-like [Bombus terrestris]; XP_048265895.1 40S ribosomal protein S6-like isoform X1 [Bombus terrestris]; XP_048266221.1 40S ribosomal protein S6 isoform X1 [Bombus terrestris]; XP_048266223.1 40S ribosomal protein S6-like [Bombus terrestris]; XP_048266224.1 40S ribosomal protein S6-like isoform X1 [Bombus terrestris]; XP_048266226.1 40S ribosomal protein S6-like isoform X1 [Bombus terrestris]; XP_048266228.1 40S ribosomal protein S6-like isoform X1 [Bombus terrestris]; XP_048266320.1 40S ribosomal protein S6-like [Bombus terrestris]; XP_048266321.1 40S ribosomal protein S6-like [Bombus terrestris]; XP_048266322.1 40S ribosomal protein S6-like [Bombus terrestris]; XP_048266323.1 40S ribosomal protein S6-like [Bombus terrestris]; XP_048266324.1 40S ribosomal protein S6-like [Bombus terrestris]; XP_048266465.1 40S ribosomal protein S6-like [Bombus terrestris]; XP_048266466.1 40S ribosomal protein S6-like [Bombus terrestris]; XP_048266546.1 40S ribosomal protein S6 [Bombus terrestris]
OG0000013	3	0	1.5	0.0				XP_003401115.1 odorant receptor 65a [Bombus terrestris]; XP_003403027.1 odorant receptor 13a-like [Bombus terrestris]; XP_003696135.2 odorant receptor 4-like [Apis florea]; XP_003696140.2 4-vinylanisole receptor-like [Apis florea]; XP_006614630.1 odorant receptor 13a-like isoform X1 [Apis dorsata]; XP_012344930.2 odorant receptor 13a-like isoform X1 [Apis florea]; XP_016772002.2 odorant receptor 49b isoform X1 [Apis mellifera]; XP_016772004.2 odorant receptor Or2-like isoform X1 [Apis mellifera]; XP_026301413.1 uncharacterized protein LOC100578045 [Apis mellifera]; XP_031365750.1 odorant receptor 2a-like isoform X1 [Apis dorsata]; XP_031365752.1 odorant receptor 10a-like [Apis dorsata]; XP_031365757.1 odorant receptor 2a-like isoform X5 [Apis dorsata]; XP_043789036.1 uncharacterized protein LOC122712993 [Apis laboriosa]; XP_043789037.1 uncharacterized protein LOC122712994 [Apis laboriosa]; XP_048268711.1 uncharacterized protein LOC100646010 [Bombus terrestris]; XP_048268712.1 uncharacterized protein LOC100646243 [Bombus terrestris]; XP_048268815.1 odorant receptor 7a isoform X1 [Bombus terrestris]; XP_048268816.1 odorant receptor Or2 [Bombus terrestris]; XP_048268817.1 odorant receptor 47a-like [Bombus terrestris]; XP_048268821.1 uncharacterized protein LOC125386449 [Bombus terrestris]; XP_048268822.1 odorant receptor 13a [Bombus terrestris]; XP_048268825.1 uncharacterized protein LOC125386450 [Bombus terrestris]; XP_048268826.1 odorant receptor Or2-like [Bombus terrestris]; XP_061942190.1 uncharacterized protein LOC108002265 [Apis cerana]; XP_061942191.1 LOW QUALITY PROTEIN: uncharacterized protein LOC108002282 [Apis cerana]; XP_086758532.1 odorant receptor 4-like isoform X1 [Apis florea]
OG0000014	2	2	1.0	1.0	1.0	0.8148148148148148		XP_003697888.1 uncharacterized protein LOC100867259 isoform X1 [Apis florea]; XP_006620606.1 uncharacterized protein LOC102675655 [Apis dorsata]; XP_016915998.1 uncharacterized protein LOC108000292 [Apis cerana]; XP_043785030.1 uncharacterized protein LOC122710883 [Apis laboriosa]; XP_048260427.1 uncharacterized protein LOC125384732 isoform X1 [Bombus terrestris]; XP_048260573.1 uncharacterized protein LOC125384753 isoform X1 [Bombus terrestris]; XP_048260602.1 uncharacterized protein LOC125384770 isoform X1 [Bombus terrestris]; XP_048260635.1 uncharacterized protein LOC125384780 isoform X1 [Bombus terrestris]; XP_048260646.1 uncharacterized protein LOC125384789 isoform X1 [Bombus terrestris]; XP_048260692.1 uncharacterized protein LOC125384799 isoform X1 [Bombus terrestris]; XP_048260703.1 uncharacterized protein LOC125384804 isoform X1 [Bombus terrestris]; XP_048260904.1 uncharacterized protein LOC125384868 isoform X1 [Bombus terrestris]; XP_048260907.1 uncharacterized protein LOC125384869 isoform X1 [Bombus terrestris]; XP_048260909.1 uncharacterized protein LOC125384870 isoform X1 [Bombus terrestris]; XP_048260914.1 uncharacterized protein LOC125384871 isoform X1 [Bombus terrestris]; XP_048260918.1 uncharacterized protein LOC125384872 isoform X1 [Bombus terrestris]; XP_048261036.1 uncharacterized protein LOC125384915 isoform X1 [Bombus terrestris]; XP_048261040.1 uncharacterized protein LOC125384916 isoform X1 [Bombus terrestris]; XP_048261044.1 uncharacterized protein LOC125384917 isoform X1 [Bombus terrestris]; XP_048261050.1 uncharacterized protein LOC125384921, partial [Bombus terrestris]; XP_048261348.1 uncharacterized protein LOC125384999 isoform X1 [Bombus terrestris]; XP_048261357.1 uncharacterized protein LOC125385005 isoform X1 [Bombus terrestris]; XP_048261471.1 uncharacterized protein LOC125385028 isoform X1 [Bombus terrestris]; XP_048270133.1 uncharacterized protein LOC125386998 [Bombus terrestris]; XP_623481.2 uncharacterized protein LOC551079 [Apis mellifera]
OG0000015	3	0	1.5	0.0				NP_001229889.1 odorant receptor 9 [Apis mellifera]; NP_001229890.1 odorant receptor 10 [Apis mellifera]; NP_001229891.1 odorant receptor 11 [Apis mellifera]; NP_001229892.1 odorant receptor 12 [Apis mellifera]; XP_003691311.2 odorant receptor 4-like [Apis florea]; XP_003691312.2 odorant receptor 4-like [Apis florea]; XP_006565945.1 uncharacterized protein LOC102655553 [Apis mellifera]; XP_006615207.1 odorant receptor 4-like [Apis dorsata]; XP_006615208.1 odorant receptor 4-like [Apis dorsata]; XP_006615209.1 odorant receptor 4-like [Apis dorsata]; XP_006615210.1 odorant receptor 85b-like [Apis dorsata]; XP_012350994.2 odorant receptor 9 [Apis florea]; XP_016910316.1 odorant receptor 12 [Apis cerana]; XP_016910320.1 odorant receptor 10 [Apis cerana]; XP_016910322.1 odorant receptor 4-like [Apis cerana]; XP_016910325.2 odorant receptor 85b [Apis cerana]; XP_016910326.1 odorant receptor 11 [Apis cerana]; XP_043803333.1 odorant receptor 85b-like [Apis laboriosa]; XP_043803334.1 uncharacterized protein LOC122720601 [Apis laboriosa]; XP_043803335.1 odorant receptor 4-like [Apis laboriosa]; XP_043803337.1 odorant receptor 4-like [Apis laboriosa]; XP_043803339.1 odorant receptor 4-like [Apis laboriosa]; XP_086771300.1 uncharacterized protein LOC100867680 isoform X1 [Apis florea]; XP_086771305.1 odorant receptor 49b isoform X1 [Apis florea]
OG0000016	0	1	0.0	0.5	0.0	0.0		NP_001229916.1 odorant receptor 107 [Apis mellifera]; NP_001229917.1 odorant receptor 109 [Apis mellifera]; XP_003399526.1 uncharacterized protein LOC100651770 [Bombus terrestris]; XP_003698402.2 uncharacterized protein LOC100865880 isoform X1 [Apis florea]; XP_003698403.2 odorant receptor 22a-like [Apis florea]; XP_006562271.1 odorant receptor Or1-like isoform X1 [Apis mellifera]; XP_006562272.1 odorant receptor 22c isoform X1 [Apis mellifera]; XP_006562273.2 uncharacterized protein LOC102653865 [Apis mellifera]; XP_006608955.1 odorant receptor 49a-like [Apis dorsata]; XP_006608956.1 odorant receptor Or1-like [Apis dorsata]; XP_006608958.1 uncharacterized protein LOC102677828 isoform X1 [Apis dorsata]; XP_006608960.1 uncharacterized protein LOC102678144 [Apis dorsata]; XP_006608961.1 uncharacterized protein LOC102678280 isoform X1 [Apis dorsata]; XP_006608962.2 odorant receptor 22c-like [Apis dorsata]; XP_016908627.2 odorant receptor 107 [Apis cerana]; XP_016908632.2 uncharacterized protein LOC107995551 isoform X1 [Apis cerana]; XP_016908637.2 odorant receptor 22c [Apis cerana]; XP_043803754.1 uncharacterized protein LOC122720800 [Apis laboriosa]; XP_043803879.1 LOW QUALITY PROTEIN: uncharacterized protein LOC122720863 [Apis laboriosa]; XP_048267103.1 uncharacterized protein LOC100650656 isoform X1 [Bombus terrestris]; XP_061938730.1 uncharacterized protein LOC107995547 [Apis cerana]; XP_086767802.1 uncharacterized protein LOC100865757 isoform X1 [Apis florea]; XP_086767805.1 uncharacterized protein LOC100866126 [Apis florea]; XP_086767809.1 odorant receptor Or1 [Apis florea]
OG0000017	0	4	0.0	2.0	0.0	0.0		NP_001229909.1 odorant receptor 56 [Apis mellifera]; NP_001229911.1 odorant receptor 58 [Apis mellifera]; XP_003691461.2 odorant receptor 4-like [Apis florea]; XP_006565883.2 odorant receptor 57 isoform X1 [Apis mellifera]; XP_006615223.1 odorant receptor 83a-like [Apis dorsata]; XP_012175714.1 odorant receptor Or2-like isoform X2 [Bombus terrestris]; XP_012175715.2 odorant receptor 83a [Bombus terrestris]; XP_012175716.2 odorant receptor 4-like [Bombus terrestris]; XP_012350983.1 odorant receptor 58 [Apis florea]; XP_016910417.1 odorant receptor 57 isoform X1 [Apis cerana]; XP_016910440.1 odorant receptor 58 [Apis cerana]; XP_016910445.1 odorant receptor 56 [Apis cerana]; XP_020722961.2 uncharacterized protein LOC100647649 [Bombus terrestris]; XP_026294765.1 odorant receptor 55 isoform X2 [Apis mellifera]; XP_031366070.1 odorant receptor 4-like [Apis dorsata]; XP_031366071.1 odorant receptor 85b-like [Apis dorsata]; XP_031770793.1 odorant receptor 57 isoform X1 [Apis florea]; XP_043803249.1 LOW QUALITY PROTEIN: uncharacterized protein LOC122720540 [Apis laboriosa]; XP_043803283.1 uncharacterized protein LOC122720564 [Apis laboriosa]; XP_048265509.1 odorant receptor 22c-like isoform X1 [Bombus terrestris]; XP_048267274.1 odorant receptor 83a-like isoform X1 [Bombus terrestris]; XP_061927057.1 uncharacterized protein LOC133665672 [Apis cerana]; XP_086771271.1 putative odorant receptor 92a isoform X1 [Apis florea]
OG0000018	202	17	101.0	8.5	11.882352941176471	9.681917211328976		XP_003251850.1 elongation of very long chain fatty acids protein 6 [Apis mellifera]; XP_003401771.1 elongation of very long chain fatty acids protein 6 [Bombus terrestris]; XP_003401772.1 elongation of very long chain fatty acids protein 6 [Bombus terrestris]; XP_003401773.1 elongation of very long chain fatty acids protein 6 [Bombus terrestris]; XP_003401825.1 elongation of very long chain fatty acids protein 6 [Bombus terrestris]; XP_003401883.2 elongation of very long chain fatty acids protein 6 [Bombus terrestris]; XP_003402069.1 elongation of very long chain fatty acids protein 6 [Bombus terrestris]; XP_003402699.1 elongation of very long chain fatty acids protein 6 [Bombus terrestris]; XP_003695768.1 very long chain fatty acid elongase 6 [Apis florea]; XP_006621042.1 elongation of very long chain fatty acids protein 6-like [Apis dorsata]; XP_006621044.1 elongation of very long chain fatty acids protein 6-like [Apis dorsata]; XP_012168526.2 elongation of very long chain fatty acids protein 6 [Bombus terrestris]; XP_016908972.1 elongation of very long chain fatty acids protein 6 [Apis cerana]; XP_016918774.2 elongation of very long chain fatty acids protein 6-like [Apis cerana]; XP_020720540.1 elongation of very long chain fatty acids protein 6 [Bombus terrestris]; XP_026298534.1 elongation of very long chain fatty acids protein 6-like [Apis mellifera]; XP_026298718.1 elongation of very long chain fatty acids protein 6-like [Apis mellifera]; XP_026298730.1 elongation of very long chain fatty acids protein 6-like [Apis mellifera]; XP_043791705.1 elongation of very long chain fatty acids protein 6-like [Apis laboriosa]; XP_043791908.1 elongation of very long chain fatty acids protein 6-like [Apis laboriosa]; XP_061935787.1 elongation of very long chain fatty acids protein 6-like [Apis cerana]; XP_061935788.1 elongation of very long chain fatty acids protein 6 [Apis cerana]; XP_086771058.1 very long chain fatty acid elongase 6-like [Apis florea]
OG0000019	151	71	75.5	35.5	2.1267605633802815	1.7329160146061553		XP_003251221.1 histone H4 [Apis mellifera]; XP_003251624.1 histone H4 [Apis mellifera]; XP_003392964.1 histone H4 [Bombus terrestris]; XP_003392970.1 histone H4 [Bombus terrestris]; XP_003393115.1 histone H4 [Bombus terrestris]; XP_003697997.1 histone H4 [Apis florea]; XP_006570863.1 histone H4 [Apis mellifera]; XP_006618074.2 LOW QUALITY PROTEIN: uncharacterized protein LOC102679631 [Apis dorsata]; XP_006621111.1 histone H4 [Apis dorsata]; XP_012166136.1 histone H4 [Bombus terrestris]; XP_012341146.1 histone H4 [Apis florea]; XP_016773376.1 histone H4 [Apis mellifera]; XP_016921509.1 histone H4 [Apis cerana]; XP_028525352.1 histone H4 [Apis cerana]; XP_028525353.1 histone H4 [Apis cerana]; XP_031364231.1 histone H4 [Apis dorsata]; XP_031775378.2 histone H4 [Apis florea]; XP_043795672.1 histone H4 [Apis laboriosa]; XP_043803468.1 histone H4 [Apis laboriosa]; XP_043803469.1 histone H4 [Apis laboriosa]; XP_043803708.1 histone H4 [Apis laboriosa]; XP_061933275.1 histone H4 [Apis cerana]; XP_086773067.1 histone H4 [Apis florea]
OG0000020	12	9	6.0	4.5	1.3333333333333333	1.0864197530864197		XP_006557288.1 regulator of microtubule dynamics protein 1 isoform X1 [Apis mellifera]; XP_006617290.1 regulator of microtubule dynamics protein 1-like isoform X1 [Apis dorsata]; XP_012339771.1 regulator of microtubule dynamics protein 1 isoform X1 [Apis florea]; XP_016917746.1 regulator of microtubule dynamics protein 1 isoform X1 [Apis cerana]; XP_020718945.2 regulator of microtubule dynamics protein 1 [Bombus terrestris]; XP_020718949.2 regulator of microtubule dynamics protein 1-like [Bombus terrestris]; XP_043802667.1 regulator of microtubule dynamics protein 1-like isoform X1 [Apis laboriosa]; XP_048262085.1 regulator of microtubule dynamics protein 1-like [Bombus terrestris]; XP_048262087.1 regulator of microtubule dynamics protein 1-like [Bombus terrestris]; XP_048262089.1 regulator of microtubule dynamics protein 1-like [Bombus terrestris]; XP_048262093.1 regulator of microtubule dynamics protein 1-like [Bombus terrestris]; XP_048262094.1 regulator of microtubule dynamics protein 1-like [Bombus terrestris]; XP_048262095.1 regulator of microtubule dynamics protein 1-like [Bombus terrestris]; XP_048262100.1 regulator of microtubule dynamics protein 1-like [Bombus terrestris]; XP_048262103.1 regulator of microtubule dynamics protein 1-like [Bombus terrestris]; XP_048262106.1 regulator of microtubule dynamics protein 1-like [Bombus terrestris]; XP_048262109.1 regulator of microtubule dynamics protein 1-like [Bombus terrestris]; XP_048262113.1 regulator of microtubule dynamics protein 1-like [Bombus terrestris]; XP_048262115.1 regulator of microtubule dynamics protein 1-like [Bombus terrestris]; XP_048262118.1 regulator of microtubule dynamics protein 1-like [Bombus terrestris]; XP_048262120.1 regulator of microtubule dynamics protein 1-like [Bombus terrestris]; XP_048262122.1 regulator of microtubule dynamics protein 1-like [Bombus terrestris]; XP_048262125.1 regulator of microtubule dynamics protein 1-like [Bombus terrestris]
OG0000021	3	1	1.5	0.5	3.0	2.444444444444444		XP_003395860.2 ribonuclease P/MRP protein subunit POP5-like [Bombus terrestris]; XP_003696431.1 POP5 ribonuclease P/MRP subunit [Apis florea]; XP_012164396.1 ribonuclease P/MRP protein subunit POP5 [Bombus terrestris]; XP_016906658.1 POP5 ribonuclease P/MRP subunit [Apis cerana]; XP_031365399.1 ribonuclease P/MRP protein subunit POP5 [Apis dorsata]; XP_043792454.1 ribonuclease P/MRP protein subunit POP5 [Apis laboriosa]; XP_048262127.1 ribonuclease P/MRP protein subunit POP5-like [Bombus terrestris]; XP_048262128.1 ribonuclease P/MRP protein subunit POP5-like [Bombus terrestris]; XP_048262129.1 ribonuclease P/MRP protein subunit POP5-like [Bombus terrestris]; XP_048262130.1 ribonuclease P/MRP protein subunit POP5-like [Bombus terrestris]; XP_048262131.1 ribonuclease P/MRP protein subunit POP5-like [Bombus terrestris]; XP_048262132.1 ribonuclease P/MRP protein subunit POP5-like [Bombus terrestris]; XP_048262133.1 ribonuclease P/MRP protein subunit POP5-like [Bombus terrestris]; XP_048262134.1 ribonuclease P/MRP protein subunit POP5-like [Bombus terrestris]; XP_048262135.1 ribonuclease P/MRP protein subunit POP5-like [Bombus terrestris]; XP_048262137.1 ribonuclease P/MRP protein subunit POP5-like [Bombus terrestris]; XP_048262138.1 ribonuclease P/MRP protein subunit POP5-like [Bombus terrestris]; XP_048262139.1 ribonuclease P/MRP protein subunit POP5-like [Bombus terrestris]; XP_048262140.1 ribonuclease P/MRP protein subunit POP5-like [Bombus terrestris]; XP_048262141.1 ribonuclease P/MRP protein subunit POP5-like [Bombus terrestris]; XP_048262142.1 ribonuclease P/MRP protein subunit POP5-like [Bombus terrestris]; XP_048262143.1 LOW QUALITY PROTEIN: ribonuclease P/MRP protein subunit POP5-like [Bombus terrestris]; XP_625158.1 ribonuclease P/MRP protein subunit POP5 [Apis mellifera]
OG0000022	50	8	25.0	4.0	6.25	5.092592592592593		XP_003394733.1 putative fatty acyl-CoA reductase CG5065 [Bombus terrestris]; XP_003402269.2 putative fatty acyl-CoA reductase CG5065 [Bombus terrestris]; XP_003402802.1 putative fatty acyl-CoA reductase CG5065 [Bombus terrestris]; XP_006565270.3 putative fatty acyl-CoA reductase CG5065 [Apis mellifera]; XP_012344105.2 putative fatty acyl-CoA reductase CG5065 [Apis florea]; XP_016918043.2 putative fatty acyl-CoA reductase CG5065 [Apis cerana]; XP_020721700.2 putative fatty acyl-CoA reductase CG5065 isoform X1 [Bombus terrestris]; XP_020723448.1 fatty acyl-CoA reductase 1 isoform X1 [Bombus terrestris]; XP_020723511.2 putative fatty acyl-CoA reductase CG5065 [Bombus terrestris]; XP_020723568.1 fatty acyl-CoA reductase 1-like [Bombus terrestris]; XP_020723844.2 putative fatty acyl-CoA reductase CG5065 isoform X2 [Bombus terrestris]; XP_031366281.1 putative fatty acyl-CoA reductase CG5065 [Apis dorsata]; XP_043804184.1 fatty acyl-CoA reductase 1-like isoform X1 [Apis laboriosa]; XP_048269586.1 putative fatty acyl-CoA reductase CG5065 [Bombus terrestris]; XP_048269587.1 putative fatty acyl-CoA reductase CG5065 [Bombus terrestris]; XP_048269631.1 putative fatty acyl-CoA reductase CG5065 [Bombus terrestris]; XP_048269632.1 putative fatty acyl-CoA reductase CG5065 [Bombus terrestris]; XP_048269751.1 fatty acyl-CoA reductase 1-like [Bombus terrestris]; XP_048269871.1 putative fatty acyl-CoA reductase CG5065 isoform X1 [Bombus terrestris]; XP_048269881.1 fatty acyl-CoA reductase 1 [Bombus terrestris]; XP_048269882.1 putative fatty acyl-CoA reductase CG5065 isoform X1 [Bombus terrestris]; XP_048269886.1 fatty acyl-CoA reductase 1-like [Bombus terrestris]
