sample	read_id	orthogroup	best_reference	score	target_start	target_end	matched_bases	aligned_bases
AL	SRR9034695.1503857	OG0001109	AL|XP_043794209.1	300	119	269	150	150
AL	SRR9034695.1504295	OG0001109	AL|XP_043794209.1	300	117	267	150	150
AL	SRR9034695.1504655	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.1505835	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.1506428	OG0001109	AL|XP_043794209.1	264	171	303	132	132
AL	SRR9034695.1507169	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1507320	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.1508528	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.1508704	OG0001109	AL|XP_043794209.1	300	82	232	150	150
AL	SRR9034695.1509011	OG0001109	AL|XP_043794209.1	300	82	232	150	150
AL	SRR9034695.1509451	OG0001109	AL|XP_043794209.1	300	79	229	150	150
AL	SRR9034695.1510156	OG0001109	AL|XP_043794209.1	270	0	135	135	135
AL	SRR9034695.1510352	OG0001109	AL|XP_043794209.1	300	91	241	150	150
AL	SRR9034695.1512620	OG0001109	AL|XP_043794209.1	300	119	269	150	150
AL	SRR9034695.1514225	OG0001109	AL|XP_043794209.1	274	166	303	137	137
AL	SRR9034695.1514705	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.1515819	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1516721	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1518052	OG0001109	AL|XP_043794209.1	300	119	269	150	150
AL	SRR9034695.1519801	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.1520664	OG0001109	AL|XP_043794209.1	300	38	188	150	150
AL	SRR9034695.1521716	OG0001109	AL|XP_043794209.1	300	83	233	150	150
AL	SRR9034695.1522074	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1523704	OG0001109	AL|XP_043794209.1	236	180	303	122	123
AL	SRR9034695.1525722	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1526254	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.1527010	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1529345	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.1530306	OG0001109	AL|XP_043794209.1	300	97	247	150	150
AL	SRR9034695.1530976	OG0001109	AL|XP_043794209.1	300	83	233	150	150
AL	SRR9034695.1531315	OG0001109	AL|XP_043794209.1	290	94	244	149	150
AL	SRR9034695.1532007	OG0001109	AL|XP_043794209.1	300	76	226	150	150
AL	SRR9034695.1533612	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1533834	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1533980	OG0001109	AL|XP_043794209.1	290	7	157	149	150
AL	SRR9034695.1534342	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1534344	OG0001109	AL|XP_043794209.1	300	77	227	150	150
AL	SRR9034695.1536433	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1537045	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.1537280	OG0001109	AL|XP_043794209.1	300	34	184	150	150
AL	SRR9034695.1537309	OG0001109	AL|XP_043794209.1	268	0	134	134	134
AL	SRR9034695.1538029	OG0001109	AL|XP_043794209.1	300	95	245	150	150
AL	SRR9034695.1538341	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1538435	OG0001109	AL|XP_043794209.1	300	52	202	150	150
AL	SRR9034695.1539629	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1539877	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.1540174	OG0001109	AL|XP_043794209.1	300	10	160	150	150
AL	SRR9034695.1540534	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1540778	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1540784	OG0001109	AL|XP_043794209.1	290	37	187	149	150
AL	SRR9034695.1541148	OG0001109	AL|XP_043794209.1	254	0	127	127	127
AL	SRR9034695.1541475	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.1541855	OG0001109	AL|XP_043794209.1	300	37	187	150	150
AL	SRR9034695.1542728	OG0001109	AL|XP_043794209.1	300	118	268	150	150
AL	SRR9034695.1542729	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.1543993	OG0001109	AL|XP_043794209.1	300	42	192	150	150
AL	SRR9034695.1544618	OG0001109	AL|XP_043794209.1	300	42	192	150	150
AL	SRR9034695.1547954	OG0001109	AL|XP_043794209.1	300	66	216	150	150
AL	SRR9034695.1548150	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1548748	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1548956	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.1549562	OG0001109	AL|XP_043794209.1	300	130	280	150	150
AL	SRR9034695.1552105	OG0001109	AL|XP_043794209.1	230	0	120	119	120
AL	SRR9034695.1552965	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1554858	OG0001109	AL|XP_043794209.1	288	0	149	148	149
AL	SRR9034695.1554860	OG0001109	AL|XP_043794209.1	288	0	149	148	149
AL	SRR9034695.1556025	OG0001109	AL|XP_043794209.1	300	142	292	150	150
AL	SRR9034695.1556223	OG0001109	AL|XP_043794209.1	264	0	132	132	132
AL	SRR9034695.1556512	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1557228	OG0001109	AL|XP_043794209.1	300	15	165	150	150
AL	SRR9034695.1558919	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1559618	OG0001109	AL|XP_043794209.1	300	37	187	150	150
AL	SRR9034695.1560115	OG0001109	AL|XP_043794209.1	286	0	148	147	148
AL	SRR9034695.1560387	OG0001109	AL|XP_043794209.1	300	33	183	150	150
AL	SRR9034695.1560570	OG0001109	AL|XP_043794209.1	290	142	292	149	150
AL	SRR9034695.1562892	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.1564307	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1565300	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1566207	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1567082	OG0001109	AL|XP_043794209.1	264	0	132	132	132
AL	SRR9034695.1567997	OG0001109	AL|XP_043794209.1	244	0	127	126	127
AL	SRR9034695.1569431	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1569596	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.1571156	OG0001109	AL|XP_043794209.1	274	0	137	137	137
AL	SRR9034695.1572776	OG0001109	AL|XP_043794209.1	300	65	215	150	150
AL	SRR9034695.1573541	OG0001109	AL|XP_043794209.1	300	131	281	150	150
AL	SRR9034695.1573594	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.1573662	OG0001109	AL|XP_043794209.1	298	54	204	149	150
AL	SRR9034695.1575271	OG0001109	AL|XP_043794209.1	300	142	292	150	150
AL	SRR9034695.1576311	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1580199	OG0001109	AL|XP_043794209.1	300	35	185	150	150
AL	SRR9034695.1581418	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.1581602	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1581749	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1582966	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.1586767	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.1588043	OG0001109	AL|XP_043794209.1	290	0	150	149	150
AL	SRR9034695.1590201	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1590420	OG0001109	AL|XP_043794209.1	298	16	166	149	150
AL	SRR9034695.1590472	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.1590831	OG0001109	AL|XP_043794209.1	252	0	126	126	126
AL	SRR9034695.1591001	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1591017	OG0001109	AL|XP_043794209.1	300	117	267	150	150
AL	SRR9034695.1591881	OG0001109	AL|XP_043794209.1	300	148	298	150	150
AL	SRR9034695.1591994	OG0001109	AL|XP_043794209.1	282	0	146	145	146
AL	SRR9034695.1592334	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1592463	OG0001109	AL|XP_043794209.1	300	148	298	150	150
AL	SRR9034695.1594029	OG0001109	AL|XP_043794209.1	276	0	138	138	138
AL	SRR9034695.1594035	OG0001109	AL|XP_043794209.1	290	119	269	149	150
AL	SRR9034695.1594486	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.1595519	OG0001109	AL|XP_043794209.1	300	97	247	150	150
AL	SRR9034695.1595779	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.1595847	OG0001109	AL|XP_043794209.1	280	150	300	148	150
AL	SRR9034695.1596836	OG0001109	AL|XP_043794209.1	236	150	300	143	150
AL	SRR9034695.1597518	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.1599014	OG0001109	AL|XP_043794209.1	274	0	137	137	137
AL	SRR9034695.1599106	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1602007	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.1602659	OG0001109	AL|XP_043794209.1	300	1	151	150	150
AL	SRR9034695.1604058	OG0001109	AL|XP_043794209.1	300	105	255	150	150
AL	SRR9034695.1604207	OG0001109	AL|XP_043794209.1	300	111	261	150	150
AL	SRR9034695.1605298	OG0001109	AL|XP_043794209.1	300	127	277	150	150
AL	SRR9034695.1606449	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1606899	OG0001109	AL|XP_043794209.1	288	159	303	144	144
AL	SRR9034695.1606900	OG0001109	AL|XP_043794209.1	300	26	176	150	150
AL	SRR9034695.1608857	OG0001109	AL|XP_043794209.1	300	112	262	150	150
AL	SRR9034695.1609834	OG0001109	AL|XP_043794209.1	296	155	303	148	148
AL	SRR9034695.1611580	OG0001109	AL|XP_043794209.1	296	155	303	148	148
AL	SRR9034695.1611619	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.1611842	OG0001109	AL|XP_043794209.1	282	0	146	145	146
AL	SRR9034695.1612884	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1613382	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1617175	OG0001109	AL|XP_043794209.1	300	69	219	150	150
AL	SRR9034695.1617611	OG0001109	AL|XP_043794209.1	268	0	139	138	139
AL	SRR9034695.1618075	OG0001109	AL|XP_043794209.1	300	13	163	150	150
AL	SRR9034695.1618225	OG0001109	AL|XP_043794209.1	290	0	150	149	150
AL	SRR9034695.1618379	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.1619576	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1619982	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1620459	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1620791	OG0001109	AL|XP_043794209.1	258	174	303	129	129
AL	SRR9034695.1621263	OG0001109	AL|XP_043794209.1	282	0	146	145	146
AL	SRR9034695.1622254	OG0001109	AL|XP_043794209.1	242	182	303	121	121
AL	SRR9034695.1622570	OG0001109	AL|XP_043794209.1	242	182	303	121	121
AL	SRR9034695.1623379	OG0001109	AL|XP_043794209.1	248	0	124	124	124
AL	SRR9034695.1624673	OG0001109	AL|XP_043794209.1	266	0	138	137	138
AL	SRR9034695.1624719	OG0001109	AL|XP_043794209.1	300	12	162	150	150
AL	SRR9034695.1624825	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.1627531	OG0001109	AL|XP_043794209.1	274	0	137	137	137
AL	SRR9034695.1627696	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1628063	OG0001109	AL|XP_043794209.1	242	1	122	121	121
AL	SRR9034695.1628263	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1628386	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1631339	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.1631717	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1631920	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.1632045	OG0001109	AL|XP_043794209.1	300	142	292	150	150
AL	SRR9034695.1634289	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1637523	OG0001109	AL|XP_043794209.1	290	123	273	149	150
AL	SRR9034695.1637590	OG0001109	AL|XP_043794209.1	300	54	204	150	150
AL	SRR9034695.1638197	OG0001109	AL|XP_043794209.1	290	65	215	149	150
AL	SRR9034695.1638481	OG0001109	AL|XP_043794209.1	300	91	241	150	150
AL	SRR9034695.1638723	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.1638852	OG0001109	AL|XP_043794209.1	300	54	204	150	150
AL	SRR9034695.1639943	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.1641988	OG0001109	AL|XP_043794209.1	300	83	233	150	150
AL	SRR9034695.1642234	OG0001109	AL|XP_043794209.1	290	75	225	149	150
AL	SRR9034695.1642836	OG0001109	AL|XP_043794209.1	294	0	147	147	147
AL	SRR9034695.1643090	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1646452	OG0001109	AL|XP_043794209.1	278	164	303	139	139
AL	SRR9034695.1646509	OG0001109	AL|XP_043794209.1	300	1	151	150	150
AL	SRR9034695.1647830	OG0001109	AL|XP_043794209.1	286	0	148	147	148
AL	SRR9034695.1648026	OG0001109	AL|XP_043794209.1	284	0	147	146	147
AL	SRR9034695.1648213	OG0001109	AL|XP_043794209.1	274	0	137	137	137
AL	SRR9034695.1648427	OG0001109	AL|XP_043794209.1	300	91	241	150	150
AL	SRR9034695.1648978	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1649079	OG0001109	AL|XP_043794209.1	300	83	233	150	150
AL	SRR9034695.1651595	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1653018	OG0001109	AL|XP_043794209.1	300	1	151	150	150
AL	SRR9034695.1654960	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1655018	OG0001109	AL|XP_043794209.1	288	159	303	144	144
AL	SRR9034695.1656271	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1656744	OG0001109	AL|XP_043794209.1	290	153	303	149	150
AL	SRR9034695.1656992	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1657009	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1657691	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1658135	OG0001109	AL|XP_043794209.1	286	120	271	150	151
AL	SRR9034695.1658372	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1658935	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1659156	OG0001109	AL|XP_043794209.1	298	0	149	149	149
AL	SRR9034695.1659438	OG0001109	AL|XP_043794209.1	240	0	120	120	120
AL	SRR9034695.1661538	OG0001109	AL|XP_043794209.1	290	4	154	149	150
AL	SRR9034695.1662541	OG0001109	AL|XP_043794209.1	290	103	253	149	150
AL	SRR9034695.1663855	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1664044	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1666012	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1666106	OG0001109	AL|XP_043794209.1	300	136	286	150	150
AL	SRR9034695.1666450	OG0001109	AL|XP_043794209.1	268	0	139	138	139
AL	SRR9034695.1667510	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.1668317	OG0001109	AL|XP_043794209.1	300	82	232	150	150
AL	SRR9034695.1668792	OG0001109	AL|XP_043794209.1	268	0	139	138	139
AL	SRR9034695.1670484	OG0001109	AL|XP_043794209.1	300	108	258	150	150
AL	SRR9034695.1670941	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1671643	OG0001109	AL|XP_043794209.1	300	124	274	150	150
AL	SRR9034695.1671937	OG0001109	AL|XP_043794209.1	300	124	274	150	150
AL	SRR9034695.1672112	OG0001109	AL|XP_043794209.1	300	110	260	150	150
AL	SRR9034695.1672525	OG0001109	AL|XP_043794209.1	300	83	233	150	150
AL	SRR9034695.1673174	OG0001109	AL|XP_043794209.1	300	102	252	150	150
AL	SRR9034695.1675036	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.1675913	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1677931	OG0001109	AL|XP_043794209.1	264	0	137	136	137
AL	SRR9034695.1679747	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1679827	OG0001109	AL|XP_043794209.1	300	153	303	150	150
AL	SRR9034695.1680084	OG0001109	AL|XP_043794209.1	280	163	303	140	140
AL	SRR9034695.1680509	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1680561	OG0001109	AL|XP_043794209.1	276	0	138	138	138
AL	SRR9034695.1680661	OG0001109	AL|XP_043794209.1	300	18	168	150	150
AL	SRR9034695.1680788	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.1680828	OG0001109	AL|XP_043794209.1	300	60	210	150	150
AL	SRR9034695.1681182	OG0001109	AL|XP_043794209.1	264	0	132	132	132
AL	SRR9034695.1681184	OG0001109	AL|XP_043794209.1	264	0	132	132	132
AL	SRR9034695.1683318	OG0001109	AL|XP_043794209.1	300	5	155	150	150
AL	SRR9034695.1684409	OG0001109	AL|XP_043794209.1	288	0	149	148	149
AL	SRR9034695.1684464	OG0001109	AL|XP_043794209.1	294	0	147	147	147
AL	SRR9034695.1684559	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1684562	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1684778	OG0001109	AL|XP_043794209.1	270	168	303	135	135
AL	SRR9034695.1684945	OG0001109	AL|XP_043794209.1	296	92	242	149	150
AL	SRR9034695.1685652	OG0001109	AL|XP_043794209.1	284	161	303	142	142
AL	SRR9034695.1685655	OG0001109	AL|XP_043794209.1	280	163	303	140	140
AL	SRR9034695.1688823	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1688918	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1690212	OG0001109	AL|XP_043794209.1	280	158	303	144	145
AL	SRR9034695.1690288	OG0001109	AL|XP_043794209.1	300	142	292	150	150
AL	SRR9034695.1690406	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1691777	OG0001109	AL|XP_043794209.1	300	8	158	150	150
AL	SRR9034695.1691819	OG0001109	AL|XP_043794209.1	300	52	202	150	150
AL	SRR9034695.1691889	OG0001109	AL|XP_043794209.1	246	175	303	127	128
AL	SRR9034695.1691900	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1694088	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1694439	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.1694748	OG0001109	AL|XP_043794209.1	280	17	167	148	150
AL	SRR9034695.1695713	OG0001109	AL|XP_043794209.1	264	171	303	132	132
AL	SRR9034695.1696144	OG0001109	AL|XP_043794209.1	300	28	178	150	150
AL	SRR9034695.1697022	OG0001109	AL|XP_043794209.1	300	112	262	150	150
AL	SRR9034695.1697170	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.1699524	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1699828	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1700550	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.1701091	OG0001109	AL|XP_043794209.1	300	18	168	150	150
AL	SRR9034695.1702046	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.1702168	OG0001109	AL|XP_043794209.1	276	0	138	138	138
AL	SRR9034695.1703757	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1704507	OG0001109	AL|XP_043794209.1	300	97	247	150	150
AL	SRR9034695.1704781	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.1705428	OG0001109	AL|XP_043794209.1	300	77	227	150	150
AL	SRR9034695.1706110	OG0001109	AL|XP_043794209.1	300	0	150	150	150
AL	SRR9034695.1706306	OG0001109	AL|XP_043794209.1	284	0	147	146	147
AL	SRR9034695.1707066	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1707350	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1707576	OG0001109	AL|XP_043794209.1	300	97	247	150	150
AL	SRR9034695.1707897	OG0001109	AL|XP_043794209.1	264	0	132	132	132
AL	SRR9034695.1709545	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.1709599	OG0001109	AL|XP_043794209.1	278	0	144	143	144
AL	SRR9034695.1710702	OG0001109	AL|XP_043794209.1	278	0	149	147	149
AL	SRR9034695.1710790	OG0001109	AL|XP_043794209.1	298	115	265	149	149
AL	SRR9034695.1710803	OG0001109	AL|XP_043794209.1	298	60	210	149	149
AL	SRR9034695.1710821	OG0001109	AL|XP_043794209.1	264	0	132	132	132
AL	SRR9034695.1711823	OG0001109	AL|XP_043794209.1	298	92	242	149	149
AL	SRR9034695.1713166	OG0001109	AL|XP_043794209.1	298	117	267	149	149
AL	SRR9034695.1714282	OG0001109	AL|XP_043794209.1	298	119	269	149	149
AL	SRR9034695.1716022	OG0001109	AL|XP_043794209.1	300	48	198	150	150
AL	SRR9034695.1716464	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.1716502	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.1718111	OG0001109	AL|XP_043794209.1	300	133	283	150	150
AL	SRR9034695.1719281	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.1720307	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1720319	OG0001109	AL|XP_043794209.1	268	0	139	138	139
AL	SRR9034695.1723163	OG0001109	AL|XP_043794209.1	300	104	254	150	150
AL	SRR9034695.1723851	OG0001109	AL|XP_043794209.1	300	91	241	150	150
AL	SRR9034695.1724291	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.1724880	OG0001109	AL|XP_043794209.1	300	44	194	150	150
AL	SRR9034695.1725001	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.1725382	OG0001109	AL|XP_043794209.1	300	98	248	150	150
AL	SRR9034695.1725946	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1726440	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.1728197	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1728309	OG0001109	AL|XP_043794209.1	300	33	183	150	150
AL	SRR9034695.1728330	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1728590	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1730261	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1730566	OG0001109	AL|XP_043794209.1	290	126	276	149	150
AL	SRR9034695.1730610	OG0001109	AL|XP_043794209.1	300	33	183	150	150
AL	SRR9034695.1732431	OG0001109	AL|XP_043794209.1	290	126	276	149	150
AL	SRR9034695.1733068	OG0001109	AL|XP_043794209.1	242	182	303	121	121
AL	SRR9034695.1733240	OG0001109	AL|XP_043794209.1	300	142	292	150	150
AL	SRR9034695.1733378	OG0001109	AL|XP_043794209.1	300	142	292	150	150
AL	SRR9034695.1733650	OG0001109	AL|XP_043794209.1	296	0	148	148	148
AL	SRR9034695.1733712	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1734212	OG0001109	AL|XP_043794209.1	268	0	134	134	134
AL	SRR9034695.1734388	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1734404	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1734990	OG0001109	AL|XP_043794209.1	300	16	166	150	150
AL	SRR9034695.1735291	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.1735323	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1736158	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1736648	OG0001109	AL|XP_043794209.1	300	125	275	150	150
AL	SRR9034695.1736982	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.1737447	OG0001109	AL|XP_043794209.1	246	175	303	127	128
AL	SRR9034695.1737760	OG0001109	AL|XP_043794209.1	290	8	158	149	150
AL	SRR9034695.1738621	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1739651	OG0001109	AL|XP_043794209.1	300	33	183	150	150
AL	SRR9034695.1739870	OG0001109	AL|XP_043794209.1	264	0	132	132	132
AL	SRR9034695.1739957	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.1739996	OG0001109	AL|XP_043794209.1	260	0	145	142	145
AL	SRR9034695.1740429	OG0001109	AL|XP_043794209.1	286	160	303	143	143
AL	SRR9034695.1741196	OG0001109	AL|XP_043794209.1	274	0	137	137	137
AL	SRR9034695.1741247	OG0001109	AL|XP_043794209.1	300	84	234	150	150
AL	SRR9034695.1741506	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.1743387	OG0001109	AL|XP_043794209.1	300	144	294	150	150
AL	SRR9034695.1745068	OG0001109	AL|XP_043794209.1	296	15	165	149	150
AL	SRR9034695.1746025	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1746675	OG0001109	AL|XP_043794209.1	298	0	149	149	149
AL	SRR9034695.1746827	OG0001109	AL|XP_043794209.1	244	0	132	130	132
AL	SRR9034695.1748646	OG0001109	AL|XP_043794209.1	300	83	233	150	150
AL	SRR9034695.1749341	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1750190	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1750194	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1750404	OG0001109	AL|XP_043794209.1	266	0	143	141	143
AL	SRR9034695.1750494	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1751181	OG0001109	AL|XP_043794209.1	300	7	157	150	150
AL	SRR9034695.1751386	OG0001109	AL|XP_043794209.1	300	53	203	150	150
