query_species	reference_species	unigene	group	gene	transcript	product	score	identity	query_coverage	aligned_nt	query_start	query_end	target_start	target_end	target_length	runner_up_score	unique_group	count	fpkm	tpm_submitted	tpm_length	length
AD	AL	AD|c42187_g2	OG0008505	LOC122711319	XM_043929968.1	potassium voltage-gated channel unc-103, transcript variant X3	4339	0.994752308984047	0.9974811083123426	4764	12	4764	2119	6883	13734	0	True	1515.0	7.6	10.272509955075881	12.51586375066804	4764
AD	AL	AD|c42188_g7	OG0006014	LOC122711024	XM_043929401.1	protein daughterless, transcript variant X16	2283	0.9850427350427351	0.9465622872702518	2808	157	2938	1	2809	4817	0	True	2393.92	14.9	20.139526096135608	32.06843664202009	2938
AD	AL	AD|c42191_g3	OG0001774	LOC122716197	XM_043939066.1	homeotic protein distal-less, transcript variant X4	633	0.9920318725099602	0.9934036939313984	753	5	758	65	818	5748	0	True	243.0	8.31	11.232178648247444	12.617026483353238	758
AD	AL	AD|c42192_g1	OG0004336	LOC122718849	XM_043944224.1	C-Maf-inducing protein-like, transcript variant X1	680	0.9795008912655971	0.9902395740905058	1122	11	1127	3528	4650	4654	0	True	286.0	8.1	10.948332978436136	9.987621228554563	1127
AD	AL	AD|c42193_g1	OG0001019	LOC122717891	XM_043942384.1	transcription elongation factor SPT6-like, transcript variant X3	663	0.9912826899128269	0.991358024691358	803	7	810	0	803	4749	0	True	414.0	13.14	17.76062905390751	20.115705506244197	810
AD	AL	AD|c42194_g1	OG0002308	LOC122713674	XM_043934348.1	KICSTOR complex protein SZT2-like, transcript variant X3	7884	0.988641975308642	0.9808027923211169	10125	0	10116	19	10142	10148	0	True	1725.0	2.85	3.852191233153455	6.582364367226506	10314
AD	AL	AD|c42200_g2	OG0001804	LOC122711702	XM_043930713.1	DNA fragmentation factor subunit beta, transcript variant X1	1189	0.9578295488056621	0.9722627737226277	3391	95	3425	39	3411	6412	0	True	1147.0	10.51	14.205799951032567	13.180223925164002	3425
AD	AL	AD|c42201_g1	OG0002552	LOC122716169	XM_043939017.1	F-box/LRR-repeat protein 20, transcript variant X2	180	0.9638297872340426	0.9258517034068137	470	3	465	2839	3309	7285	0	True	263.0	19.69	26.613910659926855	20.743171095791592	499
AD	AL	AD|c42201_g2	OG0005475	LOC122719995	XM_043946365.1	phospholipid-transporting ATPase VD, transcript variant X1	3470	0.9816062647969405	1.0	5491	0	5479	15	5501	5507	0	True	15719.0	79.04	106.83410353278917	112.91289959584314	5479
AD	AL	AD|c42201_g3	OG0001552	LOC122717443	XM_043941500.1	caprin homolog	1944	0.9966887417218543	0.9007243289305497	2114	0	2114	1407	3518	3518	0	True	6202.0	48.94	66.1495575265018	104.00126432888783	2347
AD	AL	AD|c42201_g4	OG0005292	LOC122712980	XM_043933081.1	uncharacterized LOC122712980, transcript variant X1	596	0.9968553459119497	0.9799691833590138	636	13	649	15553	16189	18645	0	True	811.0	35.96	48.60519184006956	49.18085834061648	649
AD	AL	AD|c42201_g7	OG0002444	LOC122717425	XM_043941489.1	uncharacterized LOC122717425, transcript variant X3	3568	0.9923463286295144	0.9952346914462712	4181	3	4180	2178	6354	7049	0	True	946.0	3.94	5.325485424078812	8.870990494253821	4197
AD	AL	AD|c42201_g8	OG0001552	LOC122717443	XM_043941500.1	caprin homolog	1292	0.9970845481049563	0.9594405594405594	1372	58	1430	0	1372	3518	0	True	4667.0	66.23	89.51951767429942	128.44633298552372	1430
AD	AL	AD|c42202_g1	OG0006372	LOC122719604	XM_043945554.1	alpha-N-acetylglucosaminidase	2385	0.9818531756942535	0.9936934466684947	3637	23	3647	30	3666	5391	0	True	519.0	3.73	5.041639754267504	5.600819042433129	3647
AD	AL	AD|c42203_g2	OG0000462	LOC122714921	XM_043936711.1	glucose dehydrogenase [FAD, quinone]-like, transcript variant X1	1209	0.9599343185550082	0.8674525589419206	3045	282	3299	21	3027	3027	0	True	4202.02	21.42	28.952258320753337	47.549776962155555	3478
AD	AL	AD|c42207_g1	OG0008689	LOC122716678	XM_043939992.1	BAI1-associated protein 3, transcript variant X6	3283	0.9838065661047027	0.8809384164222874	4508	0	4506	9	4497	6369	0	True	2461.0	8.34	11.272728029649057	18.935898731684425	5115
AD	AL	AD|c42212_g2	OG0002651	LOC122714046	XM_043935036.1	protein bric-a-brac 2-like, transcript variant X2	1272	0.9697142857142858	0.9100585417775412	1750	167	1877	1127	2872	8902	0	True	1439.0	14.68	19.842163965857093	30.140743458751025	1879
AD	AL	AD|c42212_g3	OG0007596	LOC122717708	XM_043942037.1	mitogen-activated protein kinase-binding protein 1, transcript variant X15	653	0.9855875831485588	1.0	902	0	902	5592	6486	7114	0	True	364.0	9.56	12.921736206648083	15.882351113095536	902
AD	AL	AD|c42212_g4	OG0007596	LOC122717708	XM_043942026.1	mitogen-activated protein kinase-binding protein 1, transcript variant X5	1007	0.98973954222573	1.0	1267	0	1267	3809	5076	7021	0	True	154.0	2.55	3.446697419137302	4.783701285414787	1267
AD	AL	AD|c42212_g5	OG0007596	LOC122717708	XM_043942027.1	mitogen-activated protein kinase-binding protein 1, transcript variant X6	4940	0.9933601258081426	0.8974278544542033	5723	175	5897	0	5723	7249	0	True	5665.0	16.51	22.31567623135563	34.968061113546064	6376
AD	AL	AD|c42213_g1	OG0008664	LOC122711593	XM_043930524.1	histone-lysine N-methyltransferase trithorax, transcript variant X5	863	0.9958202716823407	1.0	957	0	956	12408	13362	14652	0	True	403.0	9.74	13.165032495057774	16.590791311430717	956
AD	AL	AD|c42213_g2	OG0008664	LOC122711593	XM_043930524.1	histone-lysine N-methyltransferase trithorax, transcript variant X5	951	0.9926806953339433	0.9793906810035843	1093	21	1114	11333	12420	14652	0	True	385.0	7.52	10.16437827133824	13.577395897447435	1116
AD	AL	AD|c42213_g3	OG0008664	LOC122711593	XM_043930522.1	histone-lysine N-methyltransferase trithorax, transcript variant X3	10320	0.993945595634007	0.9970238095238095	11727	35	11760	0	11716	15048	0	True	3402.0	4.84	6.541966866127271	11.385364374263993	11760
AD	AL	AD|c42213_g4	OG0008664	LOC122711593	XM_043930524.1	histone-lysine N-methyltransferase trithorax, transcript variant X5	444	0.9978448275862069	1.0	464	0	464	13384	13848	14652	0	True	64.0	5.7	7.70438246630691	5.4285262235741465	464
AD	AL	AD|c42217_g1	OG0001108	LOC122713715	XM_043934439.1	cGMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X2	1069	0.9807923169267707	1.0	1666	0	1665	3305	4962	5751	0	True	279.0	3.47	4.690211782120172	6.594925777017782	1665
AD	AL	AD|c42218_g3	OG0000095	LOC122718661	XM_043943886.1	A disintegrin and metalloproteinase with thrombospondin motifs 7-like, transcript variant X2	3763	0.9937586685159501	0.943305713039686	4326	27	4353	589	4914	4914	0	True	764.0	3.11	4.203619205300789	6.556608537369647	4586
AD	AL	AD|c42219_g3	OG0000522	LOC122715585	XM_043937872.1	probable chitinase 10	2524	0.9906572164948454	0.9987129987129987	3104	4	3108	55	3159	3574	0	True	1129.0	6.51	8.799215764150524	14.296603690962126	3108
AD	AL	AD|c42219_g4	OG0000522	LOC122715585	XM_043937872.1	probable chitinase 10	233	0.9806763285024155	0.8131212723658051	414	13	422	3161	3574	3574	0	True	60.0	4.41	5.960759066037451	4.694649915019391	503
AD	AL	AD|c42221_g4	OG0008893	LOC122713386	XM_043933784.1	kinesin light chain, transcript variant X7	533	0.9868938401048493	1.0	763	0	763	2532	3292	3851	0	True	210.0	7.11	9.61020339218283	10.832150950709881	763
AD	AL	AD|c42224_g2	OG0000590	LOC122719450	XM_043945242.1	Down syndrome cell adhesion molecule-like protein Dscam2, transcript variant X1	1409	0.9966865473823724	0.8886925795053003	1509	116	1625	0	1509	7857	0	True	68.0	0.78	1.0542839164419981	1.5761268717444374	1698
AD	AL	AD|c42224_g3	OG0000590	LOC122719450	XM_043945281.1	Down syndrome cell adhesion molecule-like protein Dscam2, transcript variant X5	2875	0.9909447630546333	0.9274465691788526	3313	0	3298	2482	5795	7601	0	True	422.0	3.27	4.4198825727760696	4.670578172391761	3556
AD	AL	AD|c42225_g1	OG0004064	LOC122714885	XM_043936641.1	zinc finger protein 608-like, transcript variant X2	242	0.9961832061068703	0.8762541806020067	262	0	262	984	1246	9456	0	True	28.0	13.73	18.55810022147261	3.6855880380787687	299
AD	AL	AD|c42225_g2	OG0002074	LOC122712152	XM_043931555.1	uncharacterized LOC122712152	3091	0.983341045812124	1.0	4322	0	4293	773	5089	5667	0	True	2900.0	11.78	15.922390430367614	26.586248276414263	4293
AD	AL	AD|c42227_g4	OG0003193	LOC122718497	XM_043943993.1	mucin-5AC-like	1337	0.9780058651026393	0.9995083579154376	2046	1	2034	10190	12220	12378	0	True	742.0	6.9	9.326357722371524	14.357304237815695	2034
AD	AL	AD|c42228_g1	OG0009243	LOC122721106	XM_043948388.1	protein madd-4, transcript variant X2	5172	0.9745989304812834	0.9750362844702467	6732	67	6785	0	6630	6646	0	True	958.0	2.39	3.2304340516620207	5.472253829584069	6890
AD	AL	AD|c42228_g2	OG0008931	LOC122721105	XM_043948386.1	hydroxylysine kinase, transcript variant X3	253	1.0	0.9035714285714286	253	23	276	1623	1876	1885	0	True	0.0	0.0	0.0	0.0	280
AD	AL	AD|c42232_g1	OG0002796	LOC122711615	XM_043930572.1	rho guanine nucleotide exchange factor 17, transcript variant X1	5313	0.9905588548804629	0.9915420631324573	6567	42	6607	0	6565	8778	0	True	21289.0	55.03	74.3810819510297	126.54693205091489	6621
AD	AL	AD|c42235_g1	OG0008037	LOC122716034	XM_043938718.1	huntingtin, transcript variant X1	7471	0.9812828371278459	0.8357116721551409	9136	1796	10932	19	9053	9053	0	True	6597.0	10.19	13.773273216082004	23.7501746572137	10932
AD	AL	AD|c42237_g5	OG0006870	LOC122720365	XM_043947019.1	uncharacterized LOC122720365, transcript variant X2	3702	0.9812593703148426	0.9988713318284425	5336	6	5316	1199	6504	8748	0	True	3043.0	14.21	19.206890323898456	22.528741236444116	5316
AD	AL	AD|c42240_g2	OG0005978	LOC122714375	XM_043935663.1	uncharacterized LOC122714375, transcript variant X1	1896	0.9771144278606965	0.8909526662672259	3015	23	2997	20	3028	6100	0	True	615.0	5.0	6.758230233602553	7.25118073677688	3338
AD	AL	AD|c42243_g1	OG0002662	LOC122719383	XM_043945114.1	uncharacterized LOC122719383, transcript variant X1	1869	0.9634551495016611	0.8052598622417032	3913	508	4366	475	4353	4366	0	True	5488.0	19.83	26.80314110646772	45.08248828711504	4791
AD	AL	AD|c42244_g1	OG0003233	LOC122719871	XM_043946096.1	uncharacterized LOC122719871, transcript variant X4	882	0.9893048128342246	0.9756521739130435	1122	0	1122	5	1127	5374	0	True	115.0	2.32	3.135818828391584	3.9356815120912567	1150
AD	AL	AD|c42244_g2	OG0003233	LOC122719871	XM_043946095.1	uncharacterized LOC122719871, transcript variant X3	229	0.9873417721518988	0.8870056497175142	316	40	354	0	316	5551	0	True	10.0	5.85	7.907129373314986	1.1117744384438577	354
AD	AL	AD|c42244_g3	OG0003233	LOC122719871	XM_043946096.1	uncharacterized LOC122719871, transcript variant X4	3556	0.9901500938086304	0.9267072640278382	4264	53	4314	1125	5374	5374	0	True	588.41	2.22	3.000654223719534	5.036525355653798	4598
AD	AL	AD|c42246_g1	OG0008352	LOC122719128	XM_043944706.1	protein outspread, transcript variant X1	6263	0.9876482817659288	0.9945188794153471	8177	23	8188	0	8158	10020	0	True	3500.0	8.43	11.394376173853903	16.77817940599196	8210
AD	AL	AD|c42248_g2	OG0001359	LOC122714024	XM_043934997.1	kinase D-interacting substrate of 220 kDa, transcript variant X7	539	0.9835443037974684	0.9838107098381071	790	10	800	1139	1926	7164	0	True	249.0	7.78	10.515806243485574	12.204043543097422	803
AD	AL	AD|c42249_g1	OG0000142	LOC122710568	XM_043928489.1	zinc finger protein 585A-like	2214	0.9715354248909204	0.9495349297447061	4813	120	4918	0	4807	4815	0	True	761.0	2.6	3.5142797214733275	5.927278113400844	5053
AD	AL	AD|c42250_g2	OG0006768	LOC122716862	XM_043940318.1	peroxidasin, transcript variant X4	2919	0.9897102626590848	1.0	3693	0	3690	906	4598	4862	0	True	5802.0	27.74	37.49466133602696	61.88299223076821	3690
AD	AL	AD|c42252_g3	OG0008569	LOC122713774	XM_043934532.1	phosphatidylinositide phosphatase SAC2, transcript variant X1	3070	0.9731576378721327	0.9678790741615494	4098	9	4107	0	4026	4362	0	True	3074.0	14.09	19.044692798291994	28.574126046689948	4234
AD	AL	AD|c42257_g1	OG0006647	LOC122712191	XM_043931624.1	putative polypeptide N-acetylgalactosaminyltransferase 9, transcript variant X2	2668	0.9705020920502092	0.8350877192982457	4780	148	4908	0	4722	4722	0	True	8996.0	27.8	37.575760098830195	62.11472084697008	5700
AD	AL	AD|c42257_g2	OG0007380	LOC122721039	XM_043948238.1	metalloproteinase inhibitor 3, transcript variant X2	429	0.9772209567198178	0.8834853090172239	878	45	917	1351	2221	3076	0	True	1200.0	27.72	37.46762841509255	47.850231150045666	987
AD	AL	AD|c42259_g2	OG0008042	LOC122711293	XM_043929898.1	85/88 kDa calcium-independent phospholipase A2, transcript variant X1	2245	0.9951710261569416	0.894528437724982	2485	78	2563	44	2529	3131	0	True	2527.0	16.5	22.302159770888426	35.80081778637367	2778
AD	AL	AD|c42260_g1	OG0002050	LOC122718727	XM_043944019.1	head-specific guanylate cyclase	2525	0.9851571594877765	0.9724900737379467	3436	20	3449	0	3424	3505	0	True	724.0	3.64	4.919991610062659	8.081206508094354	3526
AD	AL	AD|c42261_g1	OG0008528	LOC122713409	XM_043933831.1	protein still life, isoform SIF type 1, transcript variant X4	5334	0.9877708978328174	0.9989154013015185	6460	1	6448	467	6902	8422	0	True	5486.0	20.72	28.00610608804898	33.45390265778221	6454
AD	AL	AD|c42264_g1	OG0000365	LOC122712413	XM_043932078.1	protein PF14_0175-like, transcript variant X5	1276	0.976910390324354	0.8855890944498539	1819	235	2054	3904	5702	5702	0	True	172.0	1.58	2.1356007538184065	3.2957021425496404	2054
AD	AL	AD|c42264_g2	OG0000365	LOC122712413	XM_043932074.1	protein PF14_0175-like, transcript variant X2	2985	0.9680511182108626	0.9317456942377206	4382	321	4703	184	4479	6252	0	True	466.0	2.17	2.9330719213835077	3.8996971818722637	4703
AD	AL	AD|c42266_g1	OG0000970	LOC122718550	XM_043943663.1	chaoptin-like, transcript variant X3	3766	0.9773931472977746	0.984704641350211	5662	77	5678	324	5977	6715	0	True	870.0	2.62	3.5413126424077377	6.019766025877976	5688
AD	AL	AD|c42273_g1	OG0007873	LOC122718187	XM_043943013.1	whirlin	343	1.0	0.9772079772079773	343	8	351	5706	6049	10392	0	True	55.0	12.12	16.38195008625259	6.167022312393706	351
AD	AL	AD|c42273_g3	OG0007873	LOC122718187	XM_043943013.1	whirlin	580	0.9739413680781759	0.9615686274509804	1228	41	1267	4453	5664	10392	0	True	322.0	5.28	7.136691126684296	9.939525073673606	1275
AD	AL	AD|c42274_g1	OG0001104	LOC122711279	XM_043929874.1	polyamine-transporting ATPase 13A3, transcript variant X1	5852	0.9870738816373084	0.9882190750720642	7891	22	7907	225	8100	8875	0	True	15653.0	33.2	44.87464875112096	77.20920254262995	7979
AD	AL	AD|c42275_g5	OG0000923	LOC122719415	XM_043945183.1	uncharacterized LOC122719415	1965	0.9880382775119617	0.8708333333333333	2508	68	2576	2388	4890	4890	0	True	607.0	3.81	5.149771438005145	8.294995409164558	2880
AD	AL	AD|c42275_g6	OG0002683	LOC122712685	XM_043932490.1	uncharacterized LOC122712685, transcript variant X2	2861	0.9798456260720412	0.9536505332239541	4664	0	4650	401	5062	5203	0	True	29101.0	103.23	139.5304214029583	234.88980246794023	4876
AD	AL	AD|c42276_g2	OG0001850	LOC122721144	XM_043948457.1	epidermal growth factor receptor, transcript variant X2	4887	0.9887585532746823	0.913173206027152	6138	564	6685	222	6347	7110	0	True	4686.94	12.29	16.611729914195074	27.519473528690128	6703
AD	AL	AD|c42278_g3	OG0006396	LOC122720037	XM_043946443.1	neuropilin and tolloid-like protein 2, transcript variant X3	4320	0.9858448306755062	0.9421613394216134	5581	75	5646	445	5999	6024	0	True	2756.0	8.01	10.82668483423129	18.34388338799848	5913
AD	AL	AD|c42279_g1	OG0007947	LOC122714228	XM_043935397.1	putative 1-phosphatidylinositol 3-phosphate 5-kinase, transcript variant X1	5160	0.9734320557491289	0.9946500867553499	6888	31	6910	0	6773	6773	0	True	2797.25	6.94	9.380423564240344	15.918283848607965	6916
AD	AL	AD|c42280_g3	OG0008673	LOC122720940	XM_043948068.1	transmembrane protein KIAA1109, transcript variant X7	12851	0.9772571071540144	0.9977511244377811	16005	13	15985	0	15784	15784	0	True	6434.0	6.79	9.177676657232267	15.818450055469231	16008
AD	AL	AD|c42281_g1	OG0002531	LOC122713500	XM_043934033.1	uncharacterized LOC122713500, transcript variant X1	4179	0.9777777777777777	0.988556338028169	5625	45	5660	10	5557	6040	0	True	545.0	2.31	3.1223023679243798	3.776314126918547	5680
AD	AL	AD|c42286_g2	OG0008729	LOC122719282	XM_043944956.1	carnitine O-palmitoyltransferase 1, liver isoform, transcript variant X1	2053	0.9890151515151515	0.9288732394366197	2640	202	2840	0	2640	2740	0	True	8063.0	51.66	69.82603477358157	111.73732405630916	2840
AD	AL	AD|c42287_g1	UNGROUPED:LOC122720948	LOC122720948	XM_043948086.1	agrin-like, transcript variant X5	4823	0.9930394431554525	0.8230023501762632	5603	1177	6780	692	6295	8613	0	True	1632.0	4.98	6.731197312668144	9.434536174695845	6808
AD	AL	AD|c42293_g1	OG0000817	LOC122718911	XR_006347483.1	fat-like cadherin-related tumor suppressor homolog, transcript variant X3	5330	0.9904400606980274	1.0	6590	0	6590	862	7452	16208	0	True	607.0	2.14	2.892522539981893	3.625126976994526	6590
AD	AL	AD|c42295_g1	OG0003332	LOC122717962	XM_043942542.1	zinc finger FYVE domain-containing protein 1-like, transcript variant X1	2642	0.986120077469335	0.8611961057023644	3098	481	3577	20	3086	3091	0	True	1806.0	8.91	12.043166276279749	19.771462617070398	3595
AD	AL	AD|c42295_g2	OG0008009	LOC122718919	XM_043944327.1	vasorin	2457	0.9853255885050444	0.8036507153428712	3271	50	3308	444	3714	3725	0	True	546.0	2.36	3.1898846702604047	5.300646535771648	4054
AD	AL	AD|c42296_g5	OG0005346	LOC122715831	XM_043938341.1	latrophilin Cirl-like, transcript variant X7	329	0.9922879177377892	1.0	389	0	389	8451	8840	9827	0	True	45.0	6.72	9.08306143396183	4.552844936866492	389
AD	AL	AD|c42298_g1	OG0005823	LOC122712132	XM_043931527.1	G patch domain-containing protein 4-like	1185	0.9832335329341317	0.9730521382542472	1670	46	1707	13	1680	2334	0	True	1001.0	11.44	15.46283077448264	23.07918684008991	1707
AD	AL	AD|c42298_g3	OG0005832	LOC122712173	XM_043931592.1	uncharacterized LOC122712173, transcript variant X1	3041	0.9856306546035125	0.9464738711314054	3758	91	3822	4	3759	7631	0	True	1988.08	13.02	17.59843152830105	19.84893379137084	3942
AD	AL	AD|c42298_g4	OG0002541	LOC122714713	XM_043936319.1	uncharacterized LOC122714713, transcript variant X2	1351	0.9953051643192489	0.8037735849056604	1491	135	1626	108	1599	1684	0	True	270.92	2.81	3.7981253912846347	5.748004502726487	1855
AD	AL	AD|c42298_g5	OG0005832	LOC122712173	XM_043931596.1	uncharacterized LOC122712173, transcript variant X5	1772	0.9856418918918919	0.9895309882747069	2368	13	2376	3503	5861	7272	0	True	3037.0	25.66	34.683237558848305	50.05303497580044	2388
AD	AL	AD|c42299_g8	OG0004121	LOC122710662	XM_043928648.1	uncharacterized LOC122710662, transcript variant X8	225	0.98125	0.9905956112852664	320	3	319	11016	11336	11407	0	True	57.0	19.6	26.49226251572201	7.032408971448326	319
AD	AL	AD|c42299_g9	OG0001080	LOC122716716	XM_043940065.1	uncharacterized LOC122716716, transcript variant X3	352	0.9954337899543378	0.9584245076586433	438	19	457	5256	5692	6857	0	True	151.0	13.99	18.909528193619945	13.004111779557544	457
AD	AL	AD|c42300_g1	OG0007956	LOC122715261	XM_043937312.1	uncharacterized LOC122715261, transcript variant X5	2048	0.9768099547511312	0.8817365269461078	3536	283	3817	1266	4775	4780	0	True	946.08	4.17	5.636364014824529	9.290093724948344	4008
AD	AL	AD|c42300_g2	OG0007956	LOC122715261	XM_043937308.1	uncharacterized LOC122715261, transcript variant X1	1384	0.9896788990825688	0.9897843359818388	1744	18	1762	29	1773	5418	0	True	440.92	6.26	8.461304252470397	9.848585086897145	1762
AD	AL	AD|c42301_g2	OG0001922	LOC122719302	XM_043945009.1	uncharacterized LOC122719302, transcript variant X6	5108	0.9922844682992285	0.8083288117200217	5962	5	5964	2807	8763	9737	0	True	20212.0	53.07	71.7318556994575	107.90558155505762	7372
AD	AL	AD|c42303_g1	OG0003228	LOC122719920	XM_043946189.1	rap guanine nucleotide exchange factor 2-like, transcript variant X6	371	0.9888268156424581	0.9852941176470589	537	8	544	255	791	9269	0	True	8.0	0.5	0.6758230233602553	0.5787766929545965	544
AD	AL	AD|c42303_g2	OG0003228	LOC122719920	XM_043946187.1	rap guanine nucleotide exchange factor 2-like, transcript variant X4	3973	0.9936819172113289	0.9100833664152441	4590	422	5007	0	4590	9031	0	True	1346.0	5.55	7.501635559298833	10.514941078354171	5038
AD	AL	AD|c42308_g1	OG0008915	LOC122710888	XM_043929102.1	kinesin-like protein KIF13B, transcript variant X3	5562	0.9938330170777988	0.9996838444514701	6324	0	6324	284	6602	7390	0	True	4322.0	13.43	18.152606407456457	26.889053897025626	6326
AD	AL	AD|c42310_g1	OG0001330	LOC122711740	XM_043930750.1	homeotic protein antennapedia-like	1205	0.9976114649681529	0.9976171564733916	1256	3	1259	166	1419	6380	0	True	1028.91	18.25	24.66754035264932	32.164114889641105	1259
AD	AL	AD|c42310_g3	OG0000822	LOC122711722	XM_043930735.1	homeotic protein Sex combs reduced, transcript variant X4	600	0.996875	1.0	640	0	640	889	1529	4306	0	True	70.0	3.46	4.676695321652967	4.304651653849811	640
AD	AL	AD|c42310_g5	OG0000822	LOC122711722	XM_043930735.1	homeotic protein Sex combs reduced, transcript variant X4	377	0.9974811083123426	0.9474940334128878	397	19	416	510	907	4306	0	True	38.0	4.48	6.0553742893078875	3.5693531613238125	419
AD	AL	AD|c42310_g6	OG0002710	LOC122719737	XM_043945849.1	signal-induced proliferation-associated 1-like protein 2, transcript variant X1	4187	0.950251256281407	0.9887379927128188	5970	24	5994	9	5738	6225	0	True	2210.0	6.4	8.650534699011269	14.405194007488701	6038
AD	AL	AD|c42314_g1	OG0001964	LOC122717476	XM_043941571.1	uncharacterized LOC122717476, transcript variant X1	4802	0.994321304268181	0.9855543517515348	5459	0	5458	283	5738	5738	0	True	1264.0	4.38	5.920209684635836	8.98284837718192	5538
AD	AL	AD|c42314_g4	OG0008032	LOC122717477	XR_006347217.1	mitogen-activated protein kinase kinase kinase kinase 5, transcript variant X2	3961	0.9911676001723395	0.9819571216302271	4642	2	4628	0	4642	4642	0	True	971.0	3.67	4.960540991464273	8.111965077988984	4711
AD	AL	AD|c42315_g1	OG0000920	LOC122713121	XM_043933279.1	collagen alpha-1(IV) chain	4573	0.9819222657426936	0.8278401997503121	6638	909	7540	809	7416	8009	0	True	9261.0	19.53	26.397647292451573	45.50355366226857	8010
AD	AL	AD|c42317_g4	OG0002346	LOC122715629	XM_043937951.1	uncharacterized LOC122715629	4545	0.9794491821613309	0.9894341721117753	7153	0	7117	781	7920	7920	0	True	8586.0	23.65	31.96642900494007	46.97867574421734	7193
AD	AL	AD|c42319_g1	OG0005927	LOC122715844	XM_043938365.1	myb-like protein X	816	0.95152198421646	0.878061224489796	1774	217	1938	48	1816	1816	0	True	15382.0	149.35	201.86833707770825	308.87067866830466	1960
AD	AL	AD|c42319_g5	OG0005963	LOC122715588	XM_043937882.1	enhancer of split mbeta protein-like	416	0.9533213644524237	0.9836065573770492	1114	13	1093	142	1254	1482	0	True	691.0	13.79	18.63919898427584	24.768268896676304	1098
AD	AL	AD|c42322_g2	OG0003795	LOC122713450	XM_043933901.1	MATH and LRR domain-containing protein PFE0570w-like	4044	0.9718102872411489	0.9977202628402843	7485	0	7440	3223	10658	11141	0	True	2285.0	5.19	7.01504298247945	12.05985282972847	7457
AD	AL	AD|c42323_g4	OG0002297	LOC122712645	XM_043932444.1	probable ATP-dependent RNA helicase CG8611, transcript variant X1	2220	0.9736421725239617	0.8224525805028672	3756	80	3809	0	3726	3726	0	True	1251.22	5.71	7.717898926774115	10.861057392057395	4534
AD	AL	AD|c42324_g5	OG0007039	LOC122718897	XM_043944296.1	dentin sialophosphoprotein-like, transcript variant X3	2808	0.9867429165583571	0.9704545454545455	3847	117	3960	2	3842	6116	0	True	6405.31	28.38	38.359714805928085	63.659747843972845	3960
AD	AL	AD|c42324_g6	OG0008108	LOC122718764	XM_043944080.1	WD repeat-containing protein 74	1346	0.9755567626290059	0.9836867862969005	1841	3	1812	0	1841	2605	0	True	898.51	9.4	12.705472839172801	19.22919627748295	1839
AD	AL	AD|c42325_g2	OG0003505	LOC122714646	XM_043936159.1	uncharacterized LOC122714646, transcript variant X9	1556	0.9618860510805501	1.0	2545	0	2533	42	2536	5037	0	True	3171.0	23.4	31.628517493259945	49.26982264051076	2533
AD	AL	AD|c42326_g1	OG0008358	LOC122718151	XM_043942927.1	catenin delta-2, transcript variant X1	222	1.0	0.9327731092436975	222	2	224	1812	2034	9392	0	True	0.0	0.0	0.0	0.0	238
AD	AL	AD|c42329_g2	OG0003904	LOC122714693	XM_043936276.1	protein Wnt-11b-2-like, transcript variant X2	1157	0.9861842105263158	1.0	1520	0	1520	5	1519	1797	0	True	213.0	2.89	3.9062570750222756	5.515132645233142	1520
AD	AL	AD|c42330_g1	OG0001565	LOC122721068	XR_006347858.1	rho GTPase-activating protein 32, transcript variant X5	4941	0.9904699309891555	0.8677898343803541	6086	926	7004	377	6453	6508	0	True	1283.0	5.02	6.785263154536963	7.209422301560654	7004
AD	AL	AD|c42331_g1	OG0000658	LOC122718213	XM_043943062.1	metabotropic glutamate receptor	2482	0.9819092680211522	0.9042687547360445	3593	65	3645	633	4215	6232	0	True	567.0	2.51	3.3926315772684816	5.636603731638652	3959
AD	AL	AD|c42331_g2	OG0000658	LOC122718213	XM_043943062.1	metabotropic glutamate receptor	269	0.9661538461538461	0.9087078651685393	650	10	657	4367	5009	6232	0	True	106.0	4.01	5.420100647349248	5.85930112755159	712
AD	AL	AD|c42333_g3	OG0002917	LOC122712540	XM_043932263.1	mannosyl-oligosaccharide 1,2-alpha-mannosidase IA-like	2745	0.9847203274215552	0.9940152339499456	3665	0	3654	21	3665	4182	0	True	1659.0	10.06	13.597559230008336	17.761957640259507	3676
AD	AL	AD|c42334_g1	OG0002630	LOC122719605	XM_043945556.1	mitochondrial amidoxime-reducing component 1-like, transcript variant X2	220	0.984375	0.9552238805970149	320	4	324	1516	1836	1836	0	True	15.0	4.06	5.487682949685272	1.7622454531751894	335
AD	AL	AD|c42334_g3	OG0002629	LOC122719603	XR_006347651.1	calcium/calmodulin-dependent protein kinase kinase 2, transcript variant X3	451	0.9699624530663329	0.9560975609756097	799	0	784	0	796	4130	0	True	106.0	3.25	4.39284965184166	5.087588296117966	820
AD	AL	AD|c42335_g1	OG0003932	LOC122715076	XM_043936993.1	flocculation protein FLO11	2209	0.984251968503937	0.9974866478165253	3175	0	3175	0	3168	3998	0	True	510.0	2.86	3.86570769362066	6.305992997695698	3183
AD	AL	AD|c42335_g2	OG0003932	LOC122715076	XM_043936993.1	flocculation protein FLO11	398	0.9747003994673769	0.9037758830694276	751	79	821	3146	3897	3998	0	True	64.0	1.93	2.6086768701705854	3.0680099485242436	821
