Orthogroup	Apis_cerana	Apis_dorsata	Apis_florea	Apis_laboriosa	Apis_mellifera	Bombus_terrestris
OG0007307	XP_016908092.2	XP_031370086.1	XP_012342865.2	XP_043802849.1	XP_006557400.2	XP_003395262.1
OG0007308	XP_061934757.1	XP_031371340.1	XP_086762350.1	XP_043796822.1	XP_006568121.2	XP_003401674.1
OG0007309	XP_016920530.1	XP_031368597.1	XP_003692806.1	XP_043787017.1	XP_016769851.1	XP_003398542.1
OG0007310	XP_016917649.1	XP_006615577.1	XP_003693720.2	XP_043801437.1	XP_392951.3	XP_003396690.4
OG0007311	XP_016906942.1	XP_006623929.1	XP_003696752.1	XP_043793234.1	XP_394564.1	XP_020718920.1
OG0007312	XP_016911847.1	XP_006616531.1	XP_003696203.1	XP_043792199.1	XP_001120874.3	XP_003395797.2
OG0007313	XP_016904037.1	XP_031364404.1	XP_086761914.1	XP_043797296.1	XP_006563923.1	XP_012166244.1
OG0007314	XP_028520816.1	XP_006616586.1	XP_086760650.1	XP_043793139.1	XP_397468.4	XP_003395566.1
OG0007315	XP_016917215.1	XP_006621802.1	XP_086765080.1	XP_043785850.1	XP_001122664.2	XP_048267851.1
OG0007316	XP_016915759.1	XP_006624134.2	XP_012342832.1	XP_043797401.1	XP_623993.3	XP_003395113.1
OG0007317	XP_061933270.1	XP_031364195.1	XP_003693014.1	XP_043795954.1	XP_026297442.1	XP_012166139.1
OG0007318	XP_061932597.1	XP_006617622.1	XP_003692412.1	XP_043800123.1	XP_026296914.1	XP_003402897.2
OG0007319	XP_028522457.2	XP_006616882.1	XP_086766556.1	XP_043795014.1	XP_006564413.1	XP_012169109.1
OG0007320	XP_016919482.1	XP_006608034.1	XP_012350719.1	XP_043801569.1	XP_006564093.1	XP_020721071.1
OG0007321	XP_016912898.2	XP_031368928.1	XP_086765686.1	XP_043787676.1	XP_393397.5	XP_003394646.1
OG0007322	XP_061928024.1	XP_031364918.1	XP_086764541.1	XP_043800785.1	XP_026302192.1	XP_048265741.1
OG0007323	XP_016908902.1	XP_006619508.1	XP_086761247.1	XP_043798842.1	XP_006566682.1	XP_012168563.1
OG0007324	XP_061928351.1	XP_006609816.1	XP_086765867.1	XP_043788453.1	XP_006559745.1	XP_003394562.1
OG0007325	XP_016912542.1	XP_006609212.1	XP_003695957.1	XP_043790600.1	XP_395210.2	XP_003401539.1
OG0007326	XP_061936437.1	XP_006610631.1	XP_012350251.1	XP_043786260.1	XP_006563276.1	XP_012165021.1
OG0007327	XP_016907572.1	XP_006610575.1	XP_086769351.1	XP_043788528.1	XP_026295881.1	XP_048262236.1
OG0007328	XP_016909459.1	XP_006619704.1	XP_012343348.2	XP_043801931.1	XP_026296207.1	XP_003394834.1
OG0007329	XP_028520218.2	XP_006612492.1	XP_003693805.1	XP_043791063.1	XP_624253.2	XP_048265541.1
OG0007330	XP_061931373.1	XP_006622062.1	XP_012346218.1	XP_043792148.1	XP_006569991.2	XP_003402121.1
OG0007331	XP_016905652.1	XP_006624416.1	XP_003692282.1	XP_043799430.1	XP_026297204.1	XP_003402302.2
OG0007332	XP_061931162.1	XP_006618615.1	XP_003696620.2	XP_043792331.1	XP_624578.2	XP_048265478.1
OG0007333	XP_028523147.1	XP_006620943.1	XP_012340283.2	XP_043800258.1	XP_026296909.1	XP_020718567.1
OG0007334	XP_016916564.1	XP_006616708.1	XP_031772831.2	XP_043785600.1	XP_006563130.1	XP_003400723.1
OG0007335	XP_016905634.1	XP_006624421.1	XP_003692280.1	XP_043799431.1	XP_006572321.1	XP_012173881.1
OG0007336	XP_016920599.1	XP_006620443.1	XP_086772497.1	XP_043787084.1	XP_006566171.1	XP_003398560.2
OG0007337	XP_028522516.1	XP_006618610.1	XP_012346149.1	XP_043792290.1	XP_006567758.1	XP_003401959.1
OG0007338	XP_016915303.1	XP_006623636.1	XP_086763158.1	XP_043789175.1	XP_001121079.2	XP_048266803.1
OG0007339	XP_016918536.1	XP_031370494.1	XP_086768793.1	XP_043796381.1	XP_006569667.1	XP_003396297.1
OG0007340	XP_016917069.1	XP_006611806.1	XP_003689942.1	XP_043802286.1	XP_016767184.1	XP_012174171.2
OG0007341	XP_016905557.1	XP_006609039.1	XP_086762988.1	XP_043802186.1	XP_006568802.1	XP_003393685.1
OG0007342	XP_061928475.1	XP_006620283.1	XP_086765628.1	XP_043787954.1	XP_394426.4	XP_003394234.1
OG0007343	XP_016912763.2	XP_006616259.1	XP_012349267.1	XP_043787852.1	XP_026295144.1	XP_012176573.1
OG0007344	XP_061935840.1	XP_031368460.1	XP_086771107.1	XP_043791898.1	XP_623088.2	XP_003402092.1
OG0007345	XP_016910819.2	XP_031367286.1	XP_012344287.1	XP_043786184.1	XP_016768797.1	XP_020719751.1
OG0007346	XP_016921727.2	XP_006617745.1	XP_003695715.1	XP_043798109.1	XP_395122.1	XP_003398354.1
OG0007347	XP_016916237.1	XP_031369658.1	XP_012350743.3	XP_043798023.1	XP_026301724.1	XP_012170159.2
OG0007348	XP_016921842.1	XP_006607938.1	XP_003690370.1	XP_043789933.1	XP_395299.2	XP_003398018.1
OG0007349	XP_061927709.1	XP_031367571.1	XP_086762973.1	XP_043802396.1	XP_392189.5	XP_003393695.1
OG0007350	XP_016913853.1	XP_006609570.1	XP_003690874.1	XP_043794914.1	XP_393912.3	XP_003400270.1
OG0007351	XP_016920403.1	XP_006622399.1	XP_086762602.1	XP_043798327.1	XP_001120674.3	XP_012175562.1
OG0007352	XP_016921318.1	XP_006621128.1	XP_031775397.1	XP_043803649.1	NP_001314878.1	XP_003393420.1
OG0007353	XP_016921316.1	XP_031368939.1	XP_031775396.1	XP_043803647.1	NP_001314877.1	XP_048265224.1
OG0007354	XP_016916232.1	XP_006611326.2	XP_003691274.4	XP_043786554.1	XP_392103.2	XP_003402172.1
OG0007355	XP_016905961.1	XP_006608389.1	XP_031775726.2	XP_043788417.1	XP_006559783.1	XP_012176403.2
OG0007356	XP_016904507.1	XP_006624316.1	XP_012346813.2	XP_043800870.1	NP_001035771.1	XP_048269778.1
OG0007357	XP_016920009.2	XP_006620706.1	XP_003697037.1	XP_043797058.1	XP_026302173.1	XP_048267351.1
OG0007358	XP_016908598.2	XP_006608972.1	XP_086766207.1	XP_043788554.1	XP_006561260.1	XP_012169992.1
OG0007359	XP_016906527.1	XP_031365252.1	XP_012347766.1	XP_043803012.1	XP_026294981.1	XP_012170573.1
OG0007360	XP_016917734.1	XP_006624286.1	XP_003689869.1	XP_043802756.1	XP_003251828.1	XP_003395292.1
OG0007361	XP_016910661.1	XP_006615778.1	XP_003691351.1	XP_043803078.1	XP_623063.1	XP_003393541.1
OG0007362	XP_016918445.2	XP_006624602.1	XP_012342004.2	XP_043796174.1	XP_006569641.1	XP_048263630.1
OG0007363	XP_016914854.1	XP_006621292.1	XP_003697324.1	XP_043787217.1	XP_395253.2	XP_003398491.1
OG0007364	XP_061933111.1	XP_006619009.1	XP_003692922.1	XP_043795831.1	XP_026297680.1	XP_012166061.3
OG0007365	XP_028520317.1	XP_006619076.1	XP_086766248.1	XP_043800522.1	XP_026297523.1	XP_048265668.1
OG0007366	XP_016908541.1	XP_006620654.1	XP_003694260.2	XP_043785055.1	XP_623868.1	XP_003398361.1
OG0007367	XP_016914775.1	XP_006615137.1	XP_012339896.1	XP_043799143.1	XP_006566359.1	XP_012169040.3
OG0007368	XP_016921709.2	XP_006620694.1	XP_003696910.2	XP_043797921.1	XP_623390.4	XP_048267394.1
OG0007369	XP_016906581.1	XP_006619790.1	XP_003698948.1	XP_043785114.1	XP_394705.3	XP_003397229.1
OG0007370	XP_016917567.1	XP_006616068.1	XP_086766663.1	XP_043784088.1	XP_006562904.1	XP_048265648.1
OG0007371	XP_061937575.1	XP_006623128.2	XP_003698174.1	XP_043790057.1	XP_026299501.1	XP_003398816.1
OG0007372	XP_016920441.1	XP_031368719.1	XP_003696916.1	XP_043797497.1	XP_016766266.2	XP_003402643.3
OG0007373	XP_016915516.1	XP_006608694.1	XP_012341528.1	XP_043796664.1	XP_006569762.1	XP_012173171.1
OG0007374	XP_028521276.1	XP_006612937.1	XP_086773373.1	XP_043799495.1	XP_026298059.1	XP_012166263.1
OG0007375	XP_016909693.1	XP_031369011.1	XP_003697131.1	XP_043784726.1	XP_001122533.3	XP_003393653.3
OG0007376	XP_016904575.1	XP_006616988.1	XP_003694934.1	XP_043799281.1	XP_003251707.1	XP_003393128.1
OG0007377	XP_016917066.1	XP_031364444.1	XP_012341983.1	XP_043802048.1	XP_006569400.1	XP_003394992.1
OG0007378	XP_016905416.1	XP_006618898.1	XP_003689743.1	XP_043793643.1	XP_001122230.1	XP_003395980.1
OG0007379	XP_016917547.1	XP_006609961.1	XP_012339020.1	XP_043784206.1	XP_001121113.1	XP_003398457.1
OG0007380	XP_061938663.1	XP_006616431.1	XP_012348482.1	XP_043804171.1	XP_003250045.1	XP_048266923.1
OG0007381	XP_016906482.1	XP_006618580.1	XP_003698430.1	XP_043785061.1	XP_396552.3	XP_048265436.1
OG0007382	XP_016922178.1	XP_006614252.1	XP_012343169.1	XP_043787517.1	XP_001121248.1	XP_012170819.1
OG0007383	XP_016913273.1	XP_006620094.1	XP_012344213.2	XP_043794635.1	NP_001011576.1	XP_048264107.1
OG0007384	XP_016908796.2	XP_006614685.1	XP_086760045.1	XP_043801987.1	XP_006562783.1	XP_020718561.2
OG0007385	XP_061929129.1	XP_006619465.1	XP_086764433.1	XP_043804083.1	XP_006570211.1	XP_003402874.1
OG0007386	XP_061926858.1	XP_031367391.1	XP_012349565.1	XP_043791103.1	XP_026302119.1	XP_012169150.1
OG0007387	XP_061932425.1	XP_006623550.1	XP_003693991.3	XP_043799991.1	XP_003250102.3	XP_012164773.1
OG0007388	XP_016907988.1	XP_006614093.1	XP_003691774.1	XP_043798222.1	XP_624837.1	XP_003398721.1
OG0007389	XP_016904287.1	XP_006607829.1	XP_012348170.2	XP_043789978.1	XP_006561802.1	XP_048264367.1
OG0007390	XP_016904707.1	XP_006612477.1	XP_003693792.1	XP_043791028.1	XP_624625.1	XP_012168148.1
OG0007391	XP_016903865.1	XP_031365865.1	XP_086773789.1	XP_043789533.1	XP_392828.3	XP_003397496.1
OG0007392	XP_016921213.1	XP_006607345.1	XP_086773452.1	XP_043786251.1	NP_001135933.1	XP_003403105.1
OG0007393	XP_016907288.1	XP_006621535.1	XP_012341328.1	XP_043799171.1	XP_006570412.2	XP_003399381.1
OG0007394	XP_016915454.2	XP_006612751.1	XP_012343511.1	XP_043785182.1	XP_006565792.1	XP_012171149.1
OG0007395	XP_061936640.1	XP_006612399.1	XP_086772426.1	XP_043791320.1	NP_001314892.1	XP_048265086.1
OG0007396	XP_028522570.1	XP_031370851.1	XP_003696017.2	XP_043790412.1	XP_026301139.1	XP_003401338.1
OG0007397	XP_016906925.1	XP_006613718.2	XP_012345945.2	XP_043792252.1	XP_392373.6	XP_003395723.3
OG0007398	XP_016909533.1	XP_006619758.1	XP_003694631.1	XP_043802052.1	XP_026295801.1	XP_003402506.1
OG0007399	XP_016910612.1	XP_006620782.1	XP_003694898.1	XP_043803125.1	XP_006565977.1	XP_003394034.1
OG0007400	XP_016921707.1	XP_006614824.1	XP_003693835.1	XP_043800034.1	XP_001121853.2	XP_003396165.1
OG0007401	XP_016919253.1	XP_031364718.1	XP_086772625.1	XP_043791401.1	XP_006569740.2	XP_012173905.1
OG0007402	XP_016907855.1	XP_006614129.1	XP_086771877.1	XP_043798672.1	XP_396203.4	XP_003398903.1
OG0007403	XP_016908397.1	XP_006619462.1	XP_086764415.1	XP_043801173.1	XP_026295484.1	XP_048260447.1
OG0007404	XP_016915366.2	XP_031370251.1	XP_031773106.2	XP_043785831.1	XP_394050.5	XP_012171189.1
OG0007405	XP_016914217.2	XP_006623297.1	XP_003696372.1	XP_043792530.1	XP_625165.1	XP_012170324.1
OG0007406	XP_061938242.1	XP_006619528.1	XP_003691854.1	XP_043798985.1	XP_006566705.2	XP_012169223.1
OG0007407	XP_016904331.1	XP_006613305.1	XP_003690546.1	XP_043787441.1	NP_001201833.1	XP_012169545.1
OG0007408	XP_016916081.1	XP_006622788.1	XP_003691157.1	XP_043798044.1	NP_001090623.1	XP_012170151.1
OG0007409	XP_061931951.1	XP_031367866.1	XP_086772489.1	XP_043793565.1	NP_001035348.1	XP_048262907.1
OG0007410	XP_016921936.1	XP_006619386.1	XP_086762126.1	XP_043796656.1	XP_026298076.1	XP_020722908.2
OG0007411	XP_061931912.1	XP_006618858.1	XP_086772177.1	XP_043793630.1	XP_026297278.1	XP_048262834.1
OG0007412	XP_028522688.1	XP_006616348.1	XP_012349350.1	XP_043787622.1	XP_006560933.1	XP_003394254.2
OG0007413	XP_016908789.1	XP_006623254.1	XP_012347467.1	XP_043791876.1	NP_001164444.1	XP_003397695.1
OG0007414	XP_016903955.1	XP_006608363.1	XP_003698700.1	XP_043788465.1	XP_392288.1	XP_003394190.1
OG0007415	XP_061932332.1	XP_006620369.1	XP_003693868.2	XP_043799894.1	XP_623366.2	XP_048262861.1
OG0007416	XP_028522522.1	XP_006618637.1	XP_012346295.1	XP_043792947.1	XP_026296630.1	XP_048262160.1
OG0007417	XP_016919375.1	XP_006614634.1	XP_003696133.1	XP_043789097.1	XP_026301356.1	XP_012172226.1
OG0007418	XP_016910738.1	XP_006622220.1	XP_003691447.2	XP_043803053.1	XP_001120910.2	XP_012170122.1
OG0007419	XP_016921336.1	XP_006624015.1	XP_086772918.1	XP_043803392.1	XP_006570639.1	XP_012176721.1
OG0007420	XP_028521098.1	XP_006610448.1	XP_003690685.1	XP_043790282.1	XP_394229.2	XP_003402790.1
OG0007421	XP_016914379.2	XP_006620953.2	XP_003692431.2	XP_043800278.1	XP_396371.5	XP_048261271.1
OG0007422	XP_016904594.2	XP_006622483.1	XP_003696852.3	XP_043801271.1	XP_392223.2	XP_003393834.2
OG0007423	XP_016919084.1	XP_006616140.1	XP_031773530.1	XP_043794310.1	XP_001119891.2	XP_012165415.1
OG0007424	XP_016921206.1	XP_006607303.1	XP_012340414.2	XP_043786190.1	XP_006559584.2	XP_020723828.1
OG0007425	XP_016914105.1	XP_006612071.1	XP_003695182.1	XP_043804279.1	XP_394982.4	XP_012170450.1
OG0007426	XP_016917464.1	XP_006622176.1	XP_003690934.3	XP_043800547.1	XP_006569286.1	XP_012175923.3
OG0007427	XP_016910091.1	XP_006613630.1	XP_012346169.1	XP_043792463.1	XP_006562255.1	XP_012163777.3
OG0007428	XP_016911649.1	XP_006617822.1	XP_012347266.2	XP_043789778.1	XP_006567524.1	XP_012166806.1
OG0007429	XP_061933887.1	XP_031367277.1	XP_086773641.1	XP_043786325.1	XP_016769201.1	XP_012166409.1
OG0007430	XP_016906368.1	XP_006620378.1	XP_003693865.3	XP_043800011.1	XP_026296989.1	XP_003397430.2
OG0007431	XP_016921636.1	XP_006607883.1	XP_003690337.1	XP_043789643.1	XP_624818.1	XP_003397892.1
OG0007432	XP_016921146.1	XP_006610228.1	XP_003689641.1	XP_043788172.1	XP_001121698.2	XP_003400434.1
OG0007433	XP_061935194.1	XP_006610497.1	XP_086769789.1	XP_043787160.1	NP_001171496.1	XP_003397967.1
OG0007434	XP_016911128.1	XP_006607411.1	XP_003695361.1	XP_043786121.1	XP_624369.1	XP_048269195.1
OG0007435	XP_061933319.1	XP_031367313.1	XP_031771778.2	XP_043783991.1	XP_001119992.2	XP_048263676.1
OG0007436	XP_016918729.1	XP_006614200.1	XP_003690919.2	XP_043784195.1	XP_003251354.2	XP_003394138.3
OG0007437	XP_016907140.1	XP_006610276.1	XP_003689682.2	XP_043788214.1	XP_003249995.1	XP_003395192.1
OG0007438	XP_061942541.1	XP_006620529.1	XP_003697868.2	XP_043786613.1	XP_001121123.3	XP_012173702.3
OG0007439	XP_061941972.1	XP_006608191.1	XP_012339649.3	XP_043789070.1	NP_001011572.1	XP_012172140.1
OG0007440	XP_016919444.1	XP_006618334.1	XP_003695327.2	XP_043794662.1	XP_396618.2	XP_003397376.1
OG0007441	XP_061941394.1	XP_006609089.2	XP_003695823.2	XP_043790722.1	XP_001122328.3	XP_020722615.1
OG0007442	XP_061932811.1	XP_031370409.1	XP_086767186.1	XP_043799827.1	XP_397221.5	XP_003397666.1
OG0007443	XP_061933132.1	XP_006618958.1	XP_003692944.1	XP_043795679.1	XP_624287.2	XP_003398605.1
OG0007444	XP_016912316.1	XP_006618183.1	XP_003696573.2	XP_043792763.1	XP_001121569.3	XP_003394511.1
OG0007445	XP_016920125.1	XP_006622311.1	XP_086762891.1	XP_043801807.1	XP_006568998.1	XP_048268520.1
OG0007446	XP_061934951.1	XP_006608656.1	XP_086762475.1	XP_043796808.1	XP_393018.4	XP_048269941.1
OG0007447	XP_016920420.1	XP_006622396.1	XP_031774534.1	XP_043797510.1	XP_006569136.1	XP_003393881.1
OG0007448	XP_061939224.1	XP_006615822.1	XP_086766334.1	XP_043793920.1	XP_016771113.1	XP_003401001.1
OG0007449	XP_061938828.1	XP_006615927.1	XP_003698251.1	XP_043803778.1	NP_001011592.1	XP_003399497.1
OG0007450	XP_016912681.1	XP_006616266.1	XP_003698846.2	XP_043787962.1	XP_397432.2	XP_048270674.1
OG0007451	XP_061930894.1	XP_031370156.1	XP_003696756.1	XP_043793239.1	XP_006565635.1	XP_020718928.1
OG0007452	XP_016913254.1	XP_006620092.1	XP_003695349.1	XP_043794641.1	XP_006560910.1	XP_003397024.1
OG0007453	XP_016917539.1	XP_006613878.1	XP_012339053.2	XP_043784076.1	XP_006562875.3	XP_003398223.3
OG0007454	XP_016913599.1	XP_006611003.1	XP_086765118.1	XP_043785748.1	XP_026300694.1	XP_020722311.2
OG0007455	XP_061931815.1	XP_006617347.1	XP_012347164.1	XP_043785125.1	XP_397369.4	XP_048262052.1
OG0007456	XP_016914050.1	XP_031364555.1	XP_012344061.1	XP_043803841.1	XP_006565309.1	XP_012170454.1
OG0007457	XP_016912806.1	XP_006616335.1	XP_031775750.1	XP_043787643.1	XP_026295179.1	XP_012176091.1
OG0007458	XP_016908795.1	XP_006614689.1	XP_086760046.1	XP_043802016.1	XP_006562728.3	XP_048261145.1
OG0007459	XP_016914592.1	XP_006618999.1	XP_003692926.4	XP_043795985.1	XP_624638.4	XP_003396889.3
OG0007460	XP_061942042.1	XP_006612336.1	XP_086758500.1	XP_043789021.1	XP_006563712.2	XP_048268435.1
OG0007461	XP_028525209.1	XP_006607348.1	XP_012340429.1	XP_043786178.1	NP_001011637.1	XP_003403107.1
OG0007462	XP_016916597.1	XP_006616662.1	XP_003694438.1	XP_043785721.1	XP_623128.1	XP_003400965.1
OG0007463	XP_028524066.1	XP_031367644.1	XP_086765006.1	XP_043785341.1	XP_026300801.1	XP_048268004.1
OG0007464	XP_016912124.1	XP_006620300.1	XP_003696411.2	XP_043792818.1	XP_016767891.1	XP_003401826.1
OG0007465	XP_016916092.1	XP_031370593.1	XP_031776497.1	XP_043786604.1	XP_395530.1	XP_003399493.1
OG0007466	XP_016918801.1	XP_006615618.1	XP_003698237.1	XP_043803903.1	XP_397281.4	XP_012170572.1
OG0007467	XP_016913413.1	XP_006615035.1	XP_012340092.1	XP_043784391.1	XP_623055.1	XP_003396412.1
OG0007468	XP_061926962.1	XP_006620834.1	XP_012351094.1	XP_043803095.1	XP_026294849.1	XP_003394062.1
OG0007469	XP_016921388.1	XP_006621112.1	XP_003697980.1	XP_043803590.1	XP_393186.1	XP_003392963.1
OG0007470	XP_061932251.1	XP_006613845.1	XP_003693907.1	XP_043801036.1	XP_623365.1	XP_003396044.1
OG0007471	XP_061934912.1	XP_006608696.1	XP_086762419.1	XP_043796475.1	XP_006568565.1	XP_012173181.1
OG0007472	XP_061936706.1	XP_031367300.1	XP_086771592.1	XP_043798111.1	XP_003251902.3	XP_003398353.1
OG0007473	XP_016904354.1	XP_006613401.1	XP_012350144.1	XP_043786012.1	XP_001122063.2	XP_003399309.1
OG0007474	XP_016921335.1	XP_006621103.1	XP_003697978.1	XP_043803771.1	XP_393509.2	XP_003392955.1
OG0007475	XP_016915396.1	XP_006612723.1	XP_003694743.2	XP_043785208.1	XP_625050.3	XP_012171144.2
OG0007476	XP_016910397.1	XP_006615261.1	XP_086771345.1	XP_043803229.1	XP_001122467.1	XP_012175635.1
OG0007477	XP_016911356.1	XP_006609748.1	XP_003698769.2	XP_043800647.1	XP_394434.2	XP_003394210.1
OG0007478	XP_016903793.1	XP_031365430.1	XP_086769894.1	XP_043787004.1	XP_006564548.1	XP_003398193.1
OG0007479	XP_016921077.1	XP_006615962.1	XP_086759421.1	XP_043788121.1	XP_006560660.1	XP_003394757.1
OG0007480	XP_016906215.1	XP_006608474.1	XP_003697299.1	XP_043804351.1	XP_006571180.1	XP_012169453.1
OG0007481	XP_028521488.1	XP_006621465.1	XP_012341370.2	XP_043799026.1	XP_006570470.2	XP_003398795.1
OG0007482	XP_061938251.1	XP_006619488.1	XP_003691860.1	XP_043798160.1	XP_397261.2	XP_003399049.1
OG0007483	XP_061934987.1	XP_006624070.1	XP_086761810.1	XP_043796707.1	XP_006569847.1	XP_048269712.1
OG0007484	XP_016904346.1	XP_031366938.1	XP_086769196.1	XP_043795598.1	XP_016773166.1	XP_003396259.1
OG0007485	XP_016915764.1	XP_006616025.1	XP_012349896.1	XP_043788093.1	XP_003249705.1	XP_012163491.1
OG0007486	XP_016917685.1	XP_006624882.1	XP_012342085.1	XP_043801455.1	XP_625157.2	XP_003402589.1
OG0007487	XP_016910649.1	XP_006620821.1	XP_012351026.1	XP_043803328.1	XP_006564781.1	XP_012175769.1
OG0007488	XP_016922528.1	XP_006623178.1	XP_003697082.1	XP_043799360.1	XP_392749.1	XP_003392886.1
OG0007489	XP_016917468.1	XP_006614901.1	XP_003690943.1	XP_043784163.1	NP_001229448.1	XP_048260189.1
OG0007490	XP_016905437.1	XP_006618893.1	XP_003689740.1	XP_043793596.1	XP_006557579.1	XP_003395884.1
OG0007491	XP_061943225.1	XP_006615500.1	XP_031772236.1	XP_043784875.1	XP_006568660.1	XP_003396587.1
OG0007492	XP_016909073.1	XP_006619525.1	XP_003691852.2	XP_043798987.1	XP_006566703.1	XP_012169227.1
OG0007493	XP_016912463.1	XP_006609268.1	XP_003695977.3	XP_043790469.1	XP_001121593.3	XP_020722524.1
OG0007494	XP_016906403.1	XP_006623575.1	XP_003693998.1	XP_043799924.1	XP_006562529.1	XP_003396159.1
OG0007495	XP_016910593.1	XP_006615753.1	XP_003691360.2	XP_043803212.1	XP_026302250.1	XP_003393745.2
OG0007496	XP_028522695.2	XP_031368877.1	XP_012350446.1	XP_043787945.1	XP_006568014.1	XP_012176642.1
OG0007497	XP_016916036.1	XP_031364085.1	XP_086772113.1	XP_043786716.1	XP_026301486.1	XP_020723221.1
OG0007498	XP_016906491.1	XP_006624391.1	XP_031773441.1	XP_043801620.1	XP_392902.1	XP_012166085.1
OG0007499	XP_016907641.1	XP_006610659.1	XP_012350194.1	XP_043788082.1	XP_397252.2	XP_003398753.1
OG0007500	XP_061928193.1	XP_006611659.1	XP_012349035.1	XP_043795419.1	XP_393563.1	XP_003394298.1
OG0007501	XP_016922737.1	XP_006620882.1	XP_003691588.1	XP_043785775.1	XP_393411.1	XP_003398336.1
OG0007502	XP_016916220.1	XP_006620556.1	XP_003697897.1	XP_043786730.1	XP_623505.2	XP_012173680.1
OG0007503	XP_061929116.1	XP_031365879.1	XP_012350481.1	XP_043803151.1	XP_396320.3	XP_012174570.1
OG0007504	XP_016909471.1	XP_006624244.1	XP_031773027.2	XP_043802386.1	XP_016767276.2	XP_048261150.1
OG0007505	XP_016919484.1	XP_006608044.1	XP_003691131.1	XP_043801583.1	XP_003250392.2	XP_012168791.1
OG0007506	XP_016911656.1	XP_006617864.1	XP_012346030.1	XP_043789931.1	XP_001122104.1	XP_003397870.2
OG0007507	XP_016905365.1	XP_006618899.1	XP_012339231.1	XP_043793593.1	XP_006557582.1	XP_012164537.1
OG0007508	XP_061936442.1	XP_006610632.1	XP_012350252.1	XP_043786272.1	XP_624386.1	XP_020719043.1
OG0007509	XP_061936288.1	XP_006620439.1	XP_012340588.2	XP_043787074.1	XP_016769783.2	XP_048265270.1
OG0007510	XP_061935651.1	XP_006618816.1	XP_086761912.1	XP_043789780.1	XP_394772.3	XP_048264891.1
OG0007511	XP_061943419.1	XP_031369846.1	XP_086768214.1	XP_043799325.1	XP_026301222.1	XP_048270535.1
OG0007512	XP_016914948.1	XP_006619106.1	XP_086773249.1	XP_043787030.1	XP_392877.1	XP_003398286.1
OG0007513	XP_016909253.1	XP_006625221.1	XP_086760386.1	XP_043795140.1	NP_001301008.1	XP_012167156.1
OG0007514	XP_016914731.2	XP_006616399.1	XP_086766445.1	XP_043795751.1	XP_016768618.1	XP_003396664.3
OG0007515	XP_016909149.1	XP_006621739.1	XP_003691864.1	XP_043798645.1	XP_006566741.2	XP_003399071.1
OG0007516	XP_016911687.1	XP_006614425.1	XP_003697689.1	XP_043786452.1	XP_003249451.1	XP_003393607.1
OG0007517	XP_016904678.1	XP_006612476.1	XP_012342131.1	XP_043791009.1	XP_003250077.1	XP_048265479.1
OG0007518	XP_016915510.1	XP_006608651.1	XP_012341558.1	XP_043796527.1	XP_016768816.2	XP_048269704.1
OG0007519	XP_016904367.1	XP_031366935.1	XP_012350183.2	XP_043795586.1	XP_623975.1	XP_003396411.1
OG0007520	XP_016917902.1	XP_006608628.1	XP_003689804.1	XP_043802727.1	XP_026296512.1	XP_048261926.1
OG0007521	XP_016906836.1	XP_006613755.1	XP_003696652.1	XP_043792741.1	XP_392378.2	XP_003395712.1
OG0007522	XP_028524228.1	XP_006617317.1	XP_012339728.1	XP_043802690.1	XP_026296858.1	XP_048269658.1
OG0007523	XP_016905002.1	XP_006610930.2	XP_086766099.1	XP_043800505.1	NP_001128140.1	XP_003403265.1
OG0007524	XP_016914960.1	XP_006622597.1	XP_086772324.1	XP_043787176.1	XP_026298944.1	XP_012168247.2
OG0007525	XP_016919115.1	XP_006616166.1	XP_003695501.1	XP_043794303.1	XP_625039.1	XP_012164550.1
OG0007526	XP_016919764.1	XP_006613175.1	XP_003697573.1	XP_043788590.1	XP_395043.3	XP_003396739.1
OG0007527	XP_061931288.1	XP_031367530.1	XP_003696582.1	XP_043792464.1	XP_026296407.1	XP_003402692.1
OG0007528	XP_016908283.1	XP_006618553.1	XP_003691548.1	XP_043799486.1	XP_026297994.1	XP_003397046.1
OG0007529	XP_028521471.1	XP_006616957.1	XP_003694616.1	XP_043802451.1	XP_394503.6	XP_003395212.1
OG0007530	XP_016914644.1	XP_006617764.1	XP_086766063.1	XP_043783978.1	XP_026297623.1	XP_003396811.1
OG0007531	XP_016912356.1	XP_006608077.1	XP_086761198.1	XP_043792529.1	XP_624702.2	XP_003395686.1
OG0007532	XP_016915800.1	XP_006624903.1	XP_012348398.2	XP_043790179.1	XP_026299395.1	XP_012168851.1
OG0007533	XP_061936813.1	XP_006612498.1	XP_086766797.1	XP_043790988.1	XP_396315.6	XP_048265444.1
OG0007534	XP_016911660.1	XP_006614438.1	XP_003697674.2	XP_043786481.1	XP_003249446.3	XP_012171050.1
OG0007535	XP_061937047.1	XP_031365446.1	XP_003689596.1	XP_043784098.1	XP_016769861.1	XP_003398199.2
OG0007536	XP_016908332.1	XP_031367732.1	XP_003691550.2	XP_043799532.1	XP_016769284.1	XP_003397044.1
OG0007537	XP_061934291.1	XP_006610450.1	XP_012350248.2	XP_043789270.1	XP_006562607.1	XP_020723517.2
OG0007538	XP_016917739.1	XP_006623946.1	XP_003689849.2	XP_043802682.1	XP_624317.2	XP_003395863.1
OG0007539	XP_016920082.1	XP_006623369.1	XP_003696851.1	XP_043796602.1	NP_001229456.1	XP_003394019.1
